Unnamed: 0	id	data set	lang	sentence1	sentence2	score	LLama3 zero-shot (Paraph)	LLama3 ICL_4 (Paraph)	LLama3-FT-EN	LLama3-FT-ALL	CLEAN-XLM-RoBERTa-EN	XLM-RoBERTa-EN-ALLTHREE-V2-3	XLM-RoBERTa-EN-ALLTHREE-V2-2	XLM-RoBERTa-EN-ALLTHREE-V2-1	XLM-RoBERTa-EN-ALLTHREE-V3-1	XLM-RoBERTa-EN-ALLTHREE-V3-2	XLM-RoBERTa-EN-ALLTHREE-V3-3	XLM-RoBERTa-EN-ALLTHREE-V3-4	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Sem Equiv)	XLM-RoBERTa-EN-ALLTHREE-V4-1	XLM-RoBERTa-EN-ALLTHREE-V4-2	XLM-RoBERTa-EN-ALLTHREE-V4-3	XLM-RoBERTa-EN-ORIG-V2-1	XLM-RoBERTa-EN-ORIG-V2-2	XLM-RoBERTa-EN-ORIG-V2-3	XLM-RoBERTa-EN-ORIG-V3-1	XLM-RoBERTa-EN-ORIG-V3-2	XLM-RoBERTa-EN-ORIG-V3-3	XLM-RoBERTa-EN-ORIG-V4-2	XLM-RoBERTa-EN-ORIG-V4-3	XLM-RoBERTa-EN-PARAPH-V2-1	XLM-RoBERTa-EN-PARAPH-V2-2	XLM-RoBERTa-EN-PARAPH-V2-3	XLM-RoBERTa-EN-PARAPH-V3-1	XLM-RoBERTa-EN-PARAPH-V3-2	XLM-RoBERTa-EN-PARAPH-V3-3	XLM-RoBERTa-EN-PARAPH-V4-1	XLM-RoBERTa-EN-PARAPH-V4-2	XLM-RoBERTa-EN-PARAPH-V4-3	XLM-RoBERTa-EN-SAMECONTENT-V2-2	XLM-RoBERTa-EN-SAMECONTENT-V2-3	XLM-RoBERTa-EN-SAMECONTENT-V3-1	XLM-RoBERTa-EN-SAMECONTENT-V3-2	XLM-RoBERTa-EN-SAMECONTENT-V3-3	XLM-RoBERTa-EN-SAMECONTENT-V4-1	XLM-RoBERTa-EN-SAMECONTENT-V4-2	XLM-RoBERTa-EN-SAMECONTENT-V4-3	XLM-RoBERTa-EN-EASYNEG-25-V2-1	XLM-RoBERTa-EN-EASYNEG-25-V2-2	XLM-RoBERTa-EN-EASYNEG-25-V2-3	XLM-RoBERTa-EN-EASYNEG-25-V3-1	XLM-RoBERTa-EN-EASYNEG-25-V3-2	XLM-RoBERTa-EN-EASYNEG-25-V3-3	XLM-RoBERTa-EN-EASYNEG-25-V4-1	XLM-RoBERTa-EN-EASYNEG-25-V4-2	XLM-RoBERTa-EN-EASYNEG-25-V4-3	XLM-RoBERTa-EN-EASYNEG-50-V2-1	XLM-RoBERTa-EN-EASYNEG-50-V2-2	XLM-RoBERTa-EN-EASYNEG-50-V2-3	XLM-RoBERTa-EN-EASYNEG-50-V3-1	XLM-RoBERTa-EN-EASYNEG-50-V3-2	XLM-RoBERTa-EN-EASYNEG-50-V3-3	XLM-RoBERTa-EN-EASYNEG-50-V4-1	XLM-RoBERTa-EN-EASYNEG-50-V4-2	XLM-RoBERTa-EN-EASYNEG-50-V4-3	XLM-RoBERTa-EN-EASYNEG-75-V2-1	XLM-RoBERTa-EN-EASYNEG-75-V2-2	XLM-RoBERTa-EN-EASYNEG-75-V2-3	XLM-RoBERTa-EN-EASYNEG-75-V3-1	XLM-RoBERTa-EN-EASYNEG-75-V3-2	XLM-RoBERTa-EN-EASYNEG-75-V3-3	XLM-RoBERTa-EN-EASYNEG-75-V4-1	XLM-RoBERTa-EN-EASYNEG-75-V4-2	XLM-RoBERTa-EN-EASYNEG-75-V4-3	Human Annotation - P1	XLM-RoBERTa-EN-SEMEQUIV-V2-1	XLM-RoBERTa-EN-SEMEQUIV-V2-2	XLM-RoBERTa-EN-SEMEQUIV-V2-3	XLM-RoBERTa-EN-SEMEQUIV-V3-1	XLM-RoBERTa-EN-SEMEQUIV-V3-2	XLM-RoBERTa-EN-SEMEQUIV-V3-3	XLM-RoBERTa-EN-SEMEQUIV-V4-1	XLM-RoBERTa-EN-SEMEQUIV-V4-2	XLM-RoBERTa-EN-SEMEQUIV-V4-3	LLama3 ICL_4 (Ex. Same Content)	LLama3 ICL_4 (Sem Equiv)
5824	mteb/sickr-sts-5824	mteb/sickr-sts	en	A woman is vigorously breaking two eggs in a bowl.	Some ingredients are being mixed in a bowl by a person	3.6	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	0	0	0	1	1	1	0	0
5825	mteb/sickr-sts-5825	mteb/sickr-sts	en	There is no woman breaking eggs in a bowl	Some ingredients are being mixed in a bowl by a person	3.0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	-100	1	1	1	0	0	0	1	1	1	0	0
5826	mteb/sickr-sts-5826	mteb/sickr-sts	en	A woman is breaking two eggs in a bowl	A man is mixing a few ingredients in a bowl	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0
5827	mteb/sickr-sts-5827	mteb/sickr-sts	en	A woman is breaking two eggs in a bowl	Some ingredients are being separated in a bowl by a person	3.45	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	-100	1	1	1	0	0	0	1	0	1	0	0
5828	mteb/sickr-sts-5828	mteb/sickr-sts	en	A person is bowling the ingredients to the man at the mixer	A woman is breaking two eggs in a bowl	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
5829	mteb/sickr-sts-5829	mteb/sickr-sts	en	A car is riskily jumping over a girl	The girl is recklessly jumping onto a car	3.4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	-100	0	0	0	0	1	1	1	1	1	0	0
5830	mteb/sickr-sts-5830	mteb/sickr-sts	en	There is no girl jumping into the car	One girl is jumping on the car	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	0	1	1	1	1	1	0	0
5831	mteb/sickr-sts-5831	mteb/sickr-sts	en	A girl is on a jumping car	One girl is jumping on the car	3.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	-100	1	1	1	0	0	0	1	0	0	0	0
5832	mteb/sickr-sts-5832	mteb/sickr-sts	en	One woman is peeling a potato	There is no woman peeling a potato	3.2	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
5833	mteb/sickr-sts-5833	mteb/sickr-sts	en	A woman is peeling the potato	The potato is being peeled by a woman	4.9	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	-100	0	0	0	0	0	1	0	0	0	0	0
5834	mteb/sickr-sts-5834	mteb/sickr-sts	en	A woman is peeling the potato	One woman is peeling a potato	4.9	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	0	1	0	0
5835	mteb/sickr-sts-5835	mteb/sickr-sts	en	The potato is being peeled by a woman	A woman is throwing a potato peel	3.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	-100	0	0	0	0	0	0	0	0	0	0	0
5836	mteb/sickr-sts-5836	mteb/sickr-sts	en	A boat is sailing quietly over the water	A boat is sailing peacefully over the water	4.8	1	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	1	1
5837	mteb/sickr-sts-5837	mteb/sickr-sts	en	A boat is sailing peacefully over the water	A boat is anchored	3.3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	0	0	0	0	0	0	0	0
5838	mteb/sickr-sts-5838	mteb/sickr-sts	en	A boat's sail is being reflected by the peaceful water	A boat is sailing peacefully over the water	3.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	-100	1	1	1	0	1	1	1	1	1	0	0
5839	mteb/sickr-sts-5839	mteb/sickr-sts	en	The guitar is being played by the man	The guitar is being played by a man	4.9	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
5840	mteb/sickr-sts-5840	mteb/sickr-sts	en	The man is a guitar player	A boat is sailing peacefully over the water	1.0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0
5841	mteb/sickr-sts-5841	mteb/sickr-sts	en	A boat is anchored	The guitar is being played by the man	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
5842	mteb/sickr-sts-5842	mteb/sickr-sts	en	A man isn't pouring oil on the tomatoes.	The man is pouring oil on a few tomatoes	3.9	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
5843	mteb/sickr-sts-5843	mteb/sickr-sts	en	The man is pouring oil on a few tomatoes	Few men like pouring tomato oil	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	-100	1	1	1	0	1	1	0	1	1	0	0
5844	mteb/sickr-sts-5844	mteb/sickr-sts	en	There is no man pouring some oil on the tomatoes	The man is pouring some oil on the tomatoes	3.5	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	0	0	1	1	1	1	0	0
5845	mteb/sickr-sts-5845	mteb/sickr-sts	en	Some oil is being poured on the tomatoes by the man	The man is pouring oil on a few tomatoes	4.9	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	-100	1	1	1	0	1	0	1	1	1	0	0
5846	mteb/sickr-sts-5846	mteb/sickr-sts	en	The man is pouring oil on a few tomatoes	There is no man pouring some oil on the tomatoes	3.3	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	0	0	0	1	1	1	0	0
5847	mteb/sickr-sts-5847	mteb/sickr-sts	en	The man is pouring oil on a few tomatoes	Somebody is pouring tomato oil on the man	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	-100	0	0	0	0	0	0	1	1	0	0	0
5848	mteb/sickr-sts-5848	mteb/sickr-sts	en	The man is pouring some oil on the tomatoes	One person pours oil on a few tomatoes	4.3	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	0	0	1	1	1	1	0	0
5849	mteb/sickr-sts-5849	mteb/sickr-sts	en	Few men like pouring tomato oil	The man is pouring some oil on the tomatoes	2.8	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0
5850	mteb/sickr-sts-5850	mteb/sickr-sts	en	The man is pouring oil on a few tomatoes	The man is pouring some oil on the tomatoes	4.6	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
5851	mteb/sickr-sts-5851	mteb/sickr-sts	en	The milk is being drunk by a cat	A drunk man is milking a cat	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5852	mteb/sickr-sts-5852	mteb/sickr-sts	en	A kitten is drinking fresh milk	A little cat is drinking fresh milk	4.465	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	0	0	0	1	1	1	0	0
5853	mteb/sickr-sts-5853	mteb/sickr-sts	en	Milk is a kitten's drink	A kitten is drinking fresh milk	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1	-100	0	0	0	0	0	0	0	0	0	0	0
5854	mteb/sickr-sts-5854	mteb/sickr-sts	en	A little cat is drinking fresh milk	The milk is being drunk by a cat	4.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	-100	0	0	0	0	1	1	0	1	1	0	0
5855	mteb/sickr-sts-5855	mteb/sickr-sts	en	Milk is a kitten's drink	The milk is being drunk by a cat	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	0	0	0	1	0	1	0	0
5856	mteb/sickr-sts-5856	mteb/sickr-sts	en	A kitten is drinking fresh milk	The cat is drinking some milk	4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	-100	1	0	1	0	0	0	1	1	1	0	0
5857	mteb/sickr-sts-5857	mteb/sickr-sts	en	A kitten is drinking fresh milk	A drunk man is milking a cat	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
5858	mteb/sickr-sts-5858	mteb/sickr-sts	en	A man is emptying a container made of plastic	A man is filling a container made of plastic	3.4	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	0	0	0	0
5859	mteb/sickr-sts-5859	mteb/sickr-sts	en	A man is carelessly holding a frog	A man is emptying a container made of plastic completely	1.4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0
5860	mteb/sickr-sts-5860	mteb/sickr-sts	en	A man is carelessly holding a frog	A man is filling a container made of plastic	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0
5861	mteb/sickr-sts-5861	mteb/sickr-sts	en	A man is slicing an onion	There is no man slicing an onion	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	0	0	0	0	0	0	0	0
5862	mteb/sickr-sts-5862	mteb/sickr-sts	en	A man is slicing an onion	The onion is being cut by the man	5.0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	-100	0	0	0	0	0	0	0	0	0	0	0
5863	mteb/sickr-sts-5863	mteb/sickr-sts	en	A man is slicing an onion	No onion is being cut by a man	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	-100	0	0	0	0	0	0	0	0	0	0	0
5864	mteb/sickr-sts-5864	mteb/sickr-sts	en	There is no man slicing an onion	An onion is being cut by a man	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5865	mteb/sickr-sts-5865	mteb/sickr-sts	en	An onion is being cut by a man	A man is slicing an onion	4.8	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	-100	0	0	0	0	0	0	0	0	0	0	0
5866	mteb/sickr-sts-5866	mteb/sickr-sts	en	The elephant is being ridden by the woman	The woman is riding the elephant	4.8	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	-100	1	0	0	0	0	0	0	0	0	0	0
5867	mteb/sickr-sts-5867	mteb/sickr-sts	en	The elephant is being ridden by the woman	The elephant isn't being ridden by the woman	2.9	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0
5868	mteb/sickr-sts-5868	mteb/sickr-sts	en	The elephant is being ridden by the woman	The elephant is being ridden over a woman	3.015	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
5869	mteb/sickr-sts-5869	mteb/sickr-sts	en	The woman is riding the elephant	A man is recklessly riding a horse	1.8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0
5870	mteb/sickr-sts-5870	mteb/sickr-sts	en	The elephant is being ridden over a woman	A man is recklessly riding a horse	1.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0
5871	mteb/sickr-sts-5871	mteb/sickr-sts	en	The elephant is being ridden by the woman	A person is recklessly riding a horse	1.8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0
5872	mteb/sickr-sts-5872	mteb/sickr-sts	en	The elephant is being ridden by the woman	There is no man recklessly riding a horse	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0
5873	mteb/sickr-sts-5873	mteb/sickr-sts	en	Someone is feeding an animal	Someone is giving food to an animal	4.7	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	1
5874	mteb/sickr-sts-5874	mteb/sickr-sts	en	Someone is giving food to an animal	Nobody is feeding an animal	3.6	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
5875	mteb/sickr-sts-5875	mteb/sickr-sts	en	The piano isn't being played by anyone	The piano is being played by someone	4.0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
