Unnamed: 0	mapping1	mapping2	id	label	language	LLama3 zero-shot (Sem Equiv)	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Paraph)	Zero_Shot_Majority_vote	Zero_Shot_Paraph_AND_Same_Content	Zero_Shot_Paraph_AND_Sem_Equiv	Zero_Shot_ALL_THREE
28520	swap_41922_1	backtransl_set1_12171_2	28521	1	en	1	1	1	1	1	1	1
28521	backtransl_set2_01701_2	swap_19391_2	28522	1	en	1	1	1	1	1	1	1
28522	backtransl_set2_04221_2	swap_44592_2	28523	1	en	1	0	1	1	0	1	0
28523	backtransl_set1_15333_2	swap_37789_1	28524	1	en	1	1	1	1	1	1	1
28524	backtransl_set1_09482_2	swap_27100_1	28525	0	en	1	0	1	1	0	1	0
28525	backtransl_set1_00920_2	backtransl_set1_15138_2	28526	0	en	0	0	0	0	0	0	0
28526	backtransl_set1_05099_2	swap_47115_2	28527	0	en	0	0	1	0	0	0	0
28527	swap_29780_2	backtransl_set2_00432_2	28528	0	en	1	1	1	1	1	1	1
28528	backtransl_set1_08749_2	backtransl_set1_02110_2	28529	0	en	0	0	0	0	0	0	0
28529	swap_32196_2	backtransl_set1_13198_2	28530	0	en	0	0	0	0	0	0	0
28530	swap_06339_2	backtransl_set1_08480_2	28531	0	en	0	0	0	0	0	0	0
28531	swap_09616_1	backtransl_set1_08965_2	28532	1	en	1	1	1	1	1	1	1
28532	backtransl_set3_04491_2	swap_47771_2	28533	0	en	1	1	1	1	1	1	1
28533	backtransl_set2_02655_2	swap_49984_1	28534	0	en	1	1	1	1	1	1	1
28534	swap_02542_2	backtransl_set1_12622_2	28535	1	en	0	0	0	0	0	0	0
28535	swap_36608_2	backtransl_set3_01648_2	28536	0	en	0	0	1	0	0	0	0
28536	swap_27759_1	backtransl_set1_02840_2	28537	0	en	1	1	1	1	1	1	1
28537	swap_40199_2	backtransl_set1_00983_2	28538	1	en	1	1	1	1	1	1	1
28538	backtransl_set2_02937_2	swap_41325_1	28539	0	en	1	1	1	1	1	1	1
28539	backtransl_set3_04630_2	swap_42545_1	28540	1	en	1	1	1	1	1	1	1
28540	backtransl_set1_14265_2	swap_24338_2	28541	1	en	1	1	1	1	1	1	1
28541	backtransl_set1_00379_2	swap_20586_1	28542	0	en	1	1	1	1	1	1	1
28542	backtransl_set1_14225_2	swap_06395_1	28543	0	en	1	1	1	1	1	1	1
28543	backtransl_set1_15145_2	backtransl_set1_14322_2	28544	0	en	0	0	1	0	0	0	0
28544	swap_44922_2	backtransl_set3_04289_2	28545	0	en	0	0	0	0	0	0	0
28545	backtransl_set2_00428_2	backtransl_set2_03992_2	28546	0	en	1	0	1	1	0	1	0
28546	swap_07704_1	backtransl_set1_05136_2	28547	1	en	0	0	1	0	0	0	0
28547	backtransl_set1_16193_2	swap_22303_2	28548	1	en	1	1	1	1	1	1	1
28548	swap_24685_1	backtransl_set1_12671_2	28549	0	en	0	0	1	0	0	0	0
28549	backtransl_set1_04427_2	swap_21946_1	28550	1	en	1	1	1	1	1	1	1
28550	backtransl_set1_12959_2	swap_47610_2	28551	1	en	1	1	1	1	1	1	1
28551	swap_33084_1	backtransl_set2_03136_2	28552	1	en	1	1	1	1	1	1	1
28552	backtransl_set2_00519_2	backtransl_set2_04593_2	28553	0	en	1	0	1	1	0	1	0
28553	swap_44994_2	backtransl_set3_03393_2	28554	0	en	1	0	1	1	0	1	0
28554	backtransl_set1_02838_2	swap_47354_1	28555	1	en	1	1	1	1	1	1	1
28555	backtransl_set1_14939_2	backtransl_set1_01107_2	28556	0	en	1	1	1	1	1	1	1
28556	swap_15807_1	backtransl_set1_05399_2	28557	0	en	0	0	1	0	0	0	0
28557	backtransl_set2_01079_2	backtransl_set2_01709_2	28558	0	en	0	0	1	0	0	0	0
28558	swap_15342_2	backtransl_set1_09697_2	28559	1	en	1	1	1	1	1	1	1
28559	backtransl_set1_16166_2	swap_27237_1	28560	1	en	1	0	1	1	0	1	0
28560	backtransl_set1_06865_2	backtransl_set1_11379_2	28561	0	en	1	1	1	1	1	1	1
28561	backtransl_set1_11059_2	backtransl_set1_01602_2	28562	1	en	1	1	1	1	1	1	1
28562	swap_08135_1	backtransl_set2_04757_2	28563	1	en	0	0	1	0	0	0	0
28563	swap_25218_2	backtransl_set1_02452_2	28564	1	en	1	1	1	1	1	1	1
28564	swap_01477_1	backtransl_set3_04683_2	28565	1	en	1	1	1	1	1	1	1
28565	backtransl_set1_10988_2	swap_08392_1	28566	1	en	1	1	1	1	1	1	1
28566	backtransl_set1_03372_2	swap_34705_2	28567	1	en	1	1	1	1	1	1	1
28567	backtransl_set1_02505_2	backtransl_set1_06997_2	28568	0	en	0	0	1	0	0	0	0
28568	backtransl_set1_11122_2	swap_34987_1	28569	1	en	1	0	1	1	0	1	0
28569	backtransl_set1_11807_2	swap_44248_1	28570	1	en	1	1	1	1	1	1	1
28570	swap_10268_2	backtransl_set1_00403_2	28571	0	en	1	1	1	1	1	1	1
28571	swap_11406_2	backtransl_set1_06187_2	28572	1	en	1	1	1	1	1	1	1
28572	backtransl_set1_12580_2	swap_28807_2	28573	1	en	1	1	1	1	1	1	1
28573	swap_39338_2	backtransl_set1_14206_2	28574	0	en	0	0	1	0	0	0	0
28574	backtransl_set1_10927_2	backtransl_set1_06472_2	28575	0	en	0	1	1	1	1	0	0
28575	swap_41438_2	backtransl_set3_00244_2	28576	1	en	0	0	1	0	0	0	0
28576	swap_22823_1	backtransl_set1_05831_2	28577	1	en	1	1	1	1	1	1	1
28577	swap_19337_1	backtransl_set1_02355_2	28578	1	en	1	1	1	1	1	1	1
28578	swap_47872_2	backtransl_set3_04436_2	28579	0	en	0	0	1	0	0	0	0
28579	backtransl_set1_08457_2	swap_25020_1	28580	0	en	1	0	1	1	0	1	0
28580	swap_46529_1	backtransl_set1_16013_2	28581	0	en	0	0	0	0	0	0	0
28581	backtransl_set2_01743_2	backtransl_set2_05053_2	28582	0	en	0	0	1	0	0	0	0
28582	backtransl_set3_01502_2	swap_12327_1	28583	0	en	0	0	0	0	0	0	0
28583	backtransl_set1_11670_2	backtransl_set1_15606_2	28584	0	en	1	0	0	0	0	0	0
28584	backtransl_set1_03995_2	backtransl_set1_05751_2	28585	1	en	0	0	1	0	0	0	0
28585	backtransl_set1_07939_2	swap_24134_2	28586	1	en	0	1	1	1	1	0	0
28586	swap_25422_2	backtransl_set1_08052_2	28587	1	en	1	1	1	1	1	1	1
28587	swap_24365_2	backtransl_set1_14121_2	28588	0	en	1	1	1	1	1	1	1
28588	backtransl_set2_04433_2	swap_20691_2	28589	0	en	0	0	0	0	0	0	0
28589	swap_49594_2	backtransl_set1_10349_2	28590	1	en	0	0	0	0	0	0	0
28590	backtransl_set1_13780_2	backtransl_set1_09321_2	28591	0	en	1	1	1	1	1	1	1
28591	swap_40006_2	backtransl_set1_13512_2	28592	0	en	1	1	1	1	1	1	1
28592	backtransl_set3_03281_2	swap_13583_2	28593	0	en	1	1	1	1	1	1	1
28593	swap_24486_1	backtransl_set1_04366_2	28594	0	en	1	1	1	1	1	1	1
28594	backtransl_set1_06523_2	swap_06213_1	28595	1	en	1	1	1	1	1	1	1
28595	backtransl_set1_05823_2	swap_26904_1	28596	1	en	0	0	1	0	0	0	0
28596	backtransl_set1_06063_2	swap_13158_2	28597	0	en	1	1	1	1	1	1	1
28597	backtransl_set2_04222_2	backtransl_set2_04502_2	28598	0	en	0	0	0	0	0	0	0
28598	swap_21572_2	backtransl_set1_05300_2	28599	1	en	1	1	1	1	1	1	1
28599	backtransl_set1_09473_2	backtransl_set1_05159_2	28600	1	en	1	1	1	1	1	1	1
28600	swap_15560_2	backtransl_set2_01497_2	28601	0	en	0	1	1	1	1	0	0
28601	backtransl_set1_07719_2	swap_37272_1	28602	0	en	0	0	0	0	0	0	0
28602	backtransl_set1_02533_2	swap_02118_1	28603	1	en	1	1	1	1	1	1	1
28603	backtransl_set1_01817_2	swap_24618_2	28604	1	en	1	1	1	1	1	1	1
28604	backtransl_set2_00826_2	swap_04077_2	28605	0	en	1	1	1	1	1	1	1
28605	swap_46511_2	backtransl_set3_04686_2	28606	0	en	1	0	0	0	0	0	0
28606	swap_35503_2	backtransl_set1_11916_2	28607	1	en	1	0	1	1	0	1	0
28607	backtransl_set1_03852_2	swap_24121_2	28608	1	en	1	1	1	1	1	1	1
28608	swap_11108_2	backtransl_set1_10239_2	28609	0	en	0	0	0	0	0	0	0
28609	backtransl_set1_04280_2	swap_45960_2	28610	1	en	1	1	1	1	1	1	1
28610	swap_06292_2	backtransl_set1_12398_2	28611	1	en	0	0	1	0	0	0	0
28611	backtransl_set1_16056_2	swap_48939_2	28612	1	en	0	1	1	1	1	0	0
28612	backtransl_set1_08345_2	backtransl_set1_13984_2	28613	0	en	0	0	0	0	0	0	0
28613	swap_49983_1	backtransl_set3_00091_2	28614	0	en	0	0	0	0	0	0	0
28614	swap_03929_1	backtransl_set1_08083_2	28615	0	en	0	0	0	0	0	0	0
28615	backtransl_set2_02287_2	backtransl_set2_00873_2	28616	0	en	1	0	1	1	0	1	0
28616	backtransl_set1_13357_2	backtransl_set1_09549_2	28617	1	en	0	0	1	0	0	0	0
28617	backtransl_set1_16056_2	swap_48939_1	28618	0	en	1	1	1	1	1	1	1
28618	swap_34582_2	backtransl_set1_12514_2	28619	1	en	1	1	1	1	1	1	1
28619	backtransl_set1_09029_2	backtransl_set1_05139_2	28620	0	en	0	0	0	0	0	0	0
28620	backtransl_set3_01826_2	backtransl_set3_02682_2	28621	0	en	0	0	1	0	0	0	0
28621	swap_39865_1	backtransl_set3_03066_2	28622	1	en	1	1	1	1	1	1	1
28622	backtransl_set1_11931_2	swap_22582_1	28623	1	en	1	1	1	1	1	1	1
28623	backtransl_set3_03685_2	backtransl_set3_03371_2	28624	0	en	1	1	1	1	1	1	1
28624	backtransl_set1_00954_2	swap_49970_1	28625	1	en	1	1	1	1	1	1	1
28625	backtransl_set1_15747_2	swap_05731_2	28626	0	en	0	0	1	0	0	0	0
28626	swap_33623_2	backtransl_set2_03270_2	28627	1	en	1	1	1	1	1	1	1
28627	swap_02227_2	backtransl_set1_13394_2	28628	1	en	1	1	1	1	1	1	1
28628	backtransl_set2_02372_2	backtransl_set2_02981_2	28629	0	en	0	0	1	0	0	0	0
28629	swap_16479_1	backtransl_set1_00046_2	28630	0	en	0	0	0	0	0	0	0
28630	swap_29265_2	backtransl_set2_03149_2	28631	0	en	0	0	0	0	0	0	0
28631	swap_31687_2	backtransl_set1_06380_2	28632	0	en	0	0	1	0	0	0	0
28632	backtransl_set2_00594_2	swap_20200_1	28633	1	en	1	1	1	1	1	1	1
28633	backtransl_set1_04682_2	swap_29337_1	28634	1	en	1	1	1	1	1	1	1
28634	swap_14787_1	backtransl_set1_15655_2	28635	0	en	0	0	1	0	0	0	0
28635	swap_26385_1	backtransl_set2_02711_2	28636	0	en	0	0	1	0	0	0	0
28636	backtransl_set1_06776_2	backtransl_set1_00034_2	28637	0	en	0	0	0	0	0	0	0
28637	backtransl_set3_01089_2	swap_01133_2	28638	0	en	0	0	1	0	0	0	0
28638	backtransl_set1_06948_2	swap_00446_2	28639	0	en	0	0	0	0	0	0	0
28639	backtransl_set1_12398_2	backtransl_set1_05437_2	28640	0	en	0	0	0	0	0	0	0
28640	swap_47892_2	backtransl_set1_12615_2	28641	1	en	0	0	1	0	0	0	0
28641	backtransl_set3_00903_2	backtransl_set3_01558_2	28642	0	en	0	0	0	0	0	0	0
28642	backtransl_set1_08641_2	swap_24265_2	28643	0	en	0	0	1	0	0	0	0
28643	backtransl_set3_03106_2	swap_43198_1	28644	1	en	1	1	1	1	1	1	1
28644	backtransl_set1_06833_2	backtransl_set1_10030_2	28645	0	en	0	0	0	0	0	0	0
28645	backtransl_set1_02942_2	swap_28823_2	28646	0	en	0	0	0	0	0	0	0
28646	backtransl_set2_00756_2	swap_43121_2	28647	1	en	1	0	0	0	0	0	0
28647	backtransl_set1_11005_2	swap_22316_1	28648	0	en	1	1	1	1	1	1	1
28648	swap_30410_2	backtransl_set2_02804_2	28649	0	en	0	0	0	0	0	0	0
28649	swap_31767_2	backtransl_set2_00572_2	28650	0	en	1	0	1	1	0	1	0
28650	backtransl_set1_14203_2	backtransl_set1_02211_2	28651	0	en	0	0	0	0	0	0	0
28651	backtransl_set3_01467_2	backtransl_set3_04382_2	28652	0	en	1	1	1	1	1	1	1
28652	backtransl_set1_13613_2	backtransl_set1_04854_2	28653	0	en	0	0	0	0	0	0	0
28653	backtransl_set1_09801_2	swap_12089_2	28654	1	en	1	1	1	1	1	1	1
28654	backtransl_set1_12172_2	swap_02887_2	28655	1	en	1	1	1	1	1	1	1
28655	backtransl_set1_13951_2	swap_11758_2	28656	1	en	1	0	1	1	0	1	0
28656	swap_47146_1	backtransl_set1_01663_2	28657	0	en	1	0	1	1	0	1	0
28657	backtransl_set1_01367_2	swap_46172_2	28658	0	en	0	0	0	0	0	0	0
28658	swap_04492_2	backtransl_set1_06227_2	28659	1	en	1	0	1	1	0	1	0
28659	swap_16369_2	backtransl_set1_07183_2	28660	0	en	1	1	1	1	1	1	1
28660	swap_06082_2	backtransl_set3_01358_2	28661	1	en	1	1	1	1	1	1	1
28661	swap_12507_1	backtransl_set1_05257_2	28662	1	en	0	0	0	0	0	0	0
28662	backtransl_set1_06358_2	backtransl_set1_08389_2	28663	0	en	0	0	0	0	0	0	0
28663	backtransl_set2_04658_2	backtransl_set2_04806_2	28664	1	en	0	1	1	1	1	0	0
28664	backtransl_set1_03460_2	backtransl_set1_04897_2	28665	0	en	1	1	1	1	1	1	1
28665	swap_27908_1	backtransl_set1_00412_2	28666	1	en	1	0	1	1	0	1	0
28666	backtransl_set1_15098_2	swap_32422_1	28667	0	en	1	1	1	1	1	1	1
28667	swap_30152_2	backtransl_set2_04181_2	28668	1	en	1	1	1	1	1	1	1
28668	backtransl_set3_02027_2	swap_10879_2	28669	1	en	1	1	1	1	1	1	1
28669	swap_30053_2	backtransl_set3_01415_2	28670	1	en	1	1	1	1	1	1	1
28670	swap_49100_1	backtransl_set1_08716_2	28671	1	en	1	1	1	1	1	1	1
28671	backtransl_set1_07559_2	backtransl_set1_08108_2	28672	0	en	0	0	1	0	0	0	0
28672	swap_26444_1	backtransl_set1_07473_2	28673	0	en	0	0	1	0	0	0	0
28673	swap_45807_1	backtransl_set2_01377_2	28674	0	en	0	0	0	0	0	0	0
28674	swap_49124_2	backtransl_set1_11972_2	28675	1	en	1	0	1	1	0	1	0
28675	backtransl_set1_05200_2	swap_38780_2	28676	1	en	1	1	1	1	1	1	1
28676	backtransl_set1_02399_2	backtransl_set1_14485_2	28677	0	en	0	0	1	0	0	0	0
28677	backtransl_set1_07967_2	backtransl_set1_10321_2	28678	0	en	0	1	1	1	1	0	0
28678	swap_49711_1	backtransl_set1_15163_2	28679	0	en	1	1	1	1	1	1	1
28679	backtransl_set1_14193_2	swap_24419_1	28680	0	en	1	0	1	1	0	1	0
28680	backtransl_set1_08731_2	swap_39532_2	28681	1	en	1	1	1	1	1	1	1
28681	backtransl_set1_10675_2	swap_09834_1	28682	0	en	0	0	0	0	0	0	0
28682	backtransl_set2_00883_2	swap_20306_1	28683	1	en	0	1	1	1	1	0	0
28683	backtransl_set1_04741_2	backtransl_set1_10482_2	28684	0	en	0	0	1	0	0	0	0
28684	swap_35964_2	backtransl_set2_00797_2	28685	0	en	0	0	0	0	0	0	0
28685	backtransl_set3_00599_2	backtransl_set3_00940_2	28686	0	en	1	1	1	1	1	1	1
28686	backtransl_set1_00117_2	swap_24328_2	28687	1	en	1	1	1	1	1	1	1
28687	backtransl_set1_14040_2	swap_01905_2	28688	1	en	0	1	1	1	1	0	0
28688	swap_40488_2	backtransl_set2_04831_2	28689	1	en	1	1	1	1	1	1	1
28689	swap_07113_1	backtransl_set1_08334_2	28690	0	en	0	1	1	1	1	0	0
28690	backtransl_set1_13648_2	swap_43164_1	28691	1	en	1	1	1	1	1	1	1
28691	backtransl_set1_05208_2	swap_04907_2	28692	1	en	1	1	1	1	1	1	1
28692	swap_47778_2	backtransl_set1_13911_2	28693	0	en	1	0	1	1	0	1	0
28693	backtransl_set1_08574_2	swap_33468_2	28694	0	en	1	1	1	1	1	1	1
28694	swap_26701_2	backtransl_set1_15318_2	28695	0	en	1	1	1	1	1	1	1
28695	backtransl_set2_00276_2	swap_22650_2	28696	1	en	1	1	1	1	1	1	1
28696	backtransl_set1_00122_2	swap_47004_2	28697	0	en	1	1	1	1	1	1	1
28697	backtransl_set1_07556_2	backtransl_set1_12378_2	28698	0	en	1	0	1	1	0	1	0
28698	backtransl_set2_00836_2	swap_18134_2	28699	1	en	1	1	1	1	1	1	1
28699	backtransl_set1_07235_2	swap_45279_2	28700	0	en	0	0	0	0	0	0	0
28700	backtransl_set1_11164_2	backtransl_set1_10064_2	28701	0	en	0	0	1	0	0	0	0
28701	backtransl_set1_02501_2	swap_49430_2	28702	0	en	0	0	0	0	0	0	0
28702	backtransl_set3_02986_2	swap_19598_2	28703	1	en	1	1	1	1	1	1	1
28703	swap_12916_1	backtransl_set1_03927_2	28704	0	en	1	1	1	1	1	1	1
28704	swap_31912_1	backtransl_set3_00998_2	28705	0	en	0	0	0	0	0	0	0
28705	swap_18999_2	backtransl_set1_03961_2	28706	1	en	1	0	0	0	0	0	0
28706	backtransl_set1_03367_2	backtransl_set1_09110_2	28707	0	en	0	0	0	0	0	0	0
28707	backtransl_set2_05351_2	swap_05430_2	28708	0	en	1	1	1	1	1	1	1
28708	swap_43270_2	backtransl_set1_04511_2	28709	1	en	1	1	1	1	1	1	1
28709	backtransl_set1_13076_2	swap_39941_2	28710	1	en	1	0	1	1	0	1	0
28710	swap_48785_2	backtransl_set1_00819_2	28711	1	en	0	0	1	0	0	0	0
28711	backtransl_set2_03815_2	swap_16579_2	28712	1	en	1	1	1	1	1	1	1
28712	backtransl_set1_08896_2	backtransl_set1_05035_2	28713	0	en	0	0	1	0	0	0	0
28713	swap_31612_2	backtransl_set1_06932_2	28714	1	en	1	1	1	1	1	1	1
28714	backtransl_set3_01261_2	backtransl_set3_00074_2	28715	0	en	0	0	0	0	0	0	0
28715	backtransl_set1_10061_2	swap_25152_1	28716	0	en	1	1	1	1	1	1	1
28716	swap_00865_1	backtransl_set2_00893_2	28717	1	en	0	0	0	0	0	0	0
28717	swap_11214_2	backtransl_set1_16168_2	28718	1	en	1	1	1	1	1	1	1
28718	swap_35357_2	backtransl_set1_07742_2	28719	1	en	0	0	0	0	0	0	0
28719	swap_00865_2	backtransl_set2_05210_2	28720	1	en	1	1	1	1	1	1	1
28720	swap_03346_1	backtransl_set1_04642_2	28721	1	en	0	0	0	0	0	0	0
28721	swap_05884_1	backtransl_set1_13489_2	28722	0	en	1	1	1	1	1	1	1
28722	backtransl_set2_04560_2	swap_23000_2	28723	1	en	1	1	1	1	1	1	1
28723	backtransl_set1_02428_2	backtransl_set1_01619_2	28724	0	en	0	1	1	1	1	0	0
28724	backtransl_set2_03055_2	swap_34687_1	28725	1	en	1	1	1	1	1	1	1
28725	backtransl_set1_02220_2	swap_06400_1	28726	0	en	1	1	1	1	1	1	1
28726	backtransl_set1_02836_2	swap_06579_2	28727	1	en	0	0	1	0	0	0	0
28727	backtransl_set1_10567_2	backtransl_set1_12231_2	28728	0	en	0	0	0	0	0	0	0
28728	swap_44406_2	backtransl_set1_10410_2	28729	1	en	0	0	0	0	0	0	0
28729	backtransl_set1_08717_2	swap_35744_1	28730	1	en	1	1	1	1	1	1	1
28730	swap_23665_1	backtransl_set1_09423_2	28731	0	en	0	0	1	0	0	0	0
28731	backtransl_set1_06277_2	swap_43541_2	28732	1	en	1	1	1	1	1	1	1
28732	backtransl_set1_08979_2	backtransl_set1_08176_2	28733	0	en	1	0	1	1	0	1	0
28733	backtransl_set2_03102_2	swap_32899_2	28734	0	en	0	0	1	0	0	0	0
28734	backtransl_set2_02882_2	backtransl_set2_00332_2	28735	0	en	1	1	1	1	1	1	1
28735	backtransl_set1_08091_2	swap_10757_1	28736	0	en	1	1	1	1	1	1	1
28736	backtransl_set2_04675_2	swap_26459_1	28737	1	en	0	0	0	0	0	0	0
28737	backtransl_set3_01951_2	backtransl_set3_03136_2	28738	0	en	0	0	0	0	0	0	0
28738	backtransl_set1_02546_2	backtransl_set1_14184_2	28739	0	en	0	0	0	0	0	0	0
28739	backtransl_set3_02204_2	swap_45213_2	28740	1	en	1	1	1	1	1	1	1
28740	swap_22243_2	backtransl_set1_03846_2	28741	1	en	1	1	1	1	1	1	1
28741	backtransl_set1_07435_2	swap_32942_2	28742	0	en	1	0	1	1	0	1	0
28742	backtransl_set1_05082_2	swap_29807_1	28743	1	en	1	0	1	1	0	1	0
28743	backtransl_set1_11695_2	swap_18641_1	28744	0	en	1	1	1	1	1	1	1
28744	swap_44673_1	backtransl_set3_02167_2	28745	1	en	1	1	1	1	1	1	1
28745	backtransl_set3_04463_2	backtransl_set3_04307_2	28746	0	en	0	0	1	0	0	0	0
28746	backtransl_set1_15232_2	swap_46498_1	28747	1	en	1	1	1	1	1	1	1
28747	swap_49179_1	backtransl_set2_01216_2	28748	0	en	0	0	1	0	0	0	0
28748	backtransl_set1_16168_2	swap_11214_1	28749	1	en	1	1	1	1	1	1	1
28749	swap_11991_2	backtransl_set1_09160_2	28750	1	en	0	0	1	0	0	0	0
28750	backtransl_set2_04920_2	swap_11215_2	28751	1	en	0	0	1	0	0	0	0
28751	backtransl_set1_07273_2	swap_25715_1	28752	0	en	1	1	1	1	1	1	1
28752	swap_16547_1	backtransl_set3_04014_2	28753	1	en	1	1	1	1	1	1	1
28753	swap_32835_2	backtransl_set1_10436_2	28754	1	en	1	1	1	1	1	1	1
28754	swap_41581_2	backtransl_set1_03566_2	28755	1	en	0	1	1	1	1	0	0
28755	backtransl_set1_11421_2	backtransl_set1_01901_2	28756	0	en	0	0	0	0	0	0	0
28756	swap_04617_2	backtransl_set1_05068_2	28757	0	en	1	1	1	1	1	1	1
28757	backtransl_set3_01867_2	swap_37695_1	28758	0	en	0	0	1	0	0	0	0
28758	swap_47484_1	backtransl_set1_05718_2	28759	0	en	0	0	0	0	0	0	0
28759	backtransl_set3_02826_2	swap_33982_1	28760	1	en	1	1	1	1	1	1	1
28760	backtransl_set1_06732_2	swap_43762_1	28761	0	en	0	0	0	0	0	0	0
28761	backtransl_set1_09211_2	backtransl_set1_10167_2	28762	0	en	1	1	1	1	1	1	1
28762	backtransl_set1_09438_2	swap_44528_1	28763	1	en	1	1	1	1	1	1	1
28763	swap_41597_1	backtransl_set1_11638_2	28764	1	en	0	0	0	0	0	0	0
28764	backtransl_set1_15789_2	swap_16941_1	28765	1	en	0	1	1	1	1	0	0
28765	swap_18448_2	backtransl_set3_05120_2	28766	1	en	1	1	1	1	1	1	1
28766	swap_30494_2	backtransl_set1_01792_2	28767	1	en	1	1	1	1	1	1	1
28767	backtransl_set1_12347_2	backtransl_set1_01159_2	28768	0	en	0	0	0	0	0	0	0
28768	swap_29562_2	backtransl_set1_08154_2	28769	0	en	0	0	1	0	0	0	0
28769	backtransl_set2_02777_2	swap_47837_1	28770	1	en	0	1	1	1	1	0	0
28770	backtransl_set3_05232_2	swap_02969_2	28771	0	en	1	1	1	1	1	1	1
28771	swap_36985_2	backtransl_set1_08990_2	28772	0	en	0	0	0	0	0	0	0
28772	backtransl_set1_04999_2	swap_20806_2	28773	0	en	1	0	1	1	0	1	0
28773	backtransl_set3_00522_2	backtransl_set3_00866_2	28774	0	en	0	0	1	0	0	0	0
28774	backtransl_set1_05372_2	swap_05418_1	28775	0	en	1	0	1	1	0	1	0
28775	swap_49304_1	backtransl_set1_08135_2	28776	1	en	0	0	0	0	0	0	0
28776	backtransl_set1_01040_2	swap_45947_1	28777	1	en	1	1	1	1	1	1	1
28777	backtransl_set2_01742_2	backtransl_set2_04502_2	28778	0	en	1	1	1	1	1	1	1
28778	swap_15979_1	backtransl_set1_14720_2	28779	1	en	1	1	1	1	1	1	1
28779	backtransl_set2_02270_2	swap_40188_1	28780	1	en	1	1	1	1	1	1	1
28780	swap_13391_2	backtransl_set1_14055_2	28781	1	en	1	1	1	1	1	1	1
28781	swap_02878_2	backtransl_set3_04831_2	28782	1	en	1	1	1	1	1	1	1
28782	swap_24668_1	backtransl_set2_01659_2	28783	0	en	0	0	1	0	0	0	0
28783	backtransl_set1_07896_2	backtransl_set1_11922_2	28784	0	en	0	0	0	0	0	0	0
28784	backtransl_set1_01594_2	swap_21982_2	28785	1	en	1	1	1	1	1	1	1
28785	backtransl_set1_06877_2	backtransl_set1_05252_2	28786	0	en	1	1	1	1	1	1	1
28786	backtransl_set1_13377_2	swap_10506_1	28787	0	en	0	0	1	0	0	0	0
28787	backtransl_set3_02667_2	swap_23347_1	28788	1	en	1	1	1	1	1	1	1
28788	backtransl_set1_15990_2	swap_44085_2	28789	1	en	1	1	1	1	1	1	1
28789	swap_20037_1	backtransl_set1_12030_2	28790	1	en	1	1	1	1	1	1	1
28790	backtransl_set1_05021_2	swap_26133_1	28791	0	en	1	1	1	1	1	1	1
28791	swap_41095_2	backtransl_set3_03056_2	28792	1	en	1	1	1	1	1	1	1
28792	swap_22243_2	backtransl_set1_14085_2	28793	1	en	1	1	1	1	1	1	1
28793	backtransl_set2_02771_2	swap_17620_2	28794	0	en	1	1	1	1	1	1	1
28794	swap_12760_1	backtransl_set1_08068_2	28795	0	en	0	0	0	0	0	0	0
28795	swap_16575_2	backtransl_set2_00391_2	28796	0	en	0	0	0	0	0	0	0
28796	backtransl_set2_01610_2	swap_00362_2	28797	1	en	0	0	1	0	0	0	0
28797	backtransl_set1_14040_2	swap_01905_1	28798	0	en	1	0	1	1	0	1	0
28798	swap_15756_1	backtransl_set2_02093_2	28799	1	en	0	0	1	0	0	0	0
28799	swap_40150_2	backtransl_set1_05050_2	28800	1	en	1	1	1	1	1	1	1
28800	backtransl_set2_03783_2	backtransl_set2_02202_2	28801	0	en	0	0	0	0	0	0	0
28801	swap_02387_2	backtransl_set1_15169_2	28802	1	en	1	1	1	1	1	1	1
28802	backtransl_set1_00739_2	backtransl_set1_14635_2	28803	0	en	0	0	1	0	0	0	0
28803	swap_11210_1	backtransl_set3_03136_2	28804	0	en	0	0	1	0	0	0	0
28804	backtransl_set1_04816_2	backtransl_set1_07309_2	28805	0	en	0	0	0	0	0	0	0
28805	backtransl_set1_15461_2	backtransl_set1_01599_2	28806	0	en	1	0	1	1	0	1	0
28806	swap_30628_1	backtransl_set1_15794_2	28807	1	en	1	1	1	1	1	1	1
28807	swap_12621_1	backtransl_set1_01556_2	28808	0	en	0	0	0	0	0	0	0
28808	backtransl_set3_03917_2	swap_01657_2	28809	0	en	1	0	1	1	0	1	0
28809	backtransl_set1_04279_2	swap_12129_2	28810	0	en	1	1	1	1	1	1	1
28810	swap_34270_2	backtransl_set1_02879_2	28811	1	en	0	0	1	0	0	0	0
28811	backtransl_set1_13183_2	swap_10976_1	28812	0	en	1	1	1	1	1	1	1
28812	swap_32391_1	backtransl_set1_13581_2	28813	1	en	0	0	1	0	0	0	0
28813	swap_35598_2	backtransl_set1_10914_2	28814	1	en	0	0	0	0	0	0	0
28814	swap_16643_2	backtransl_set1_11011_2	28815	1	en	1	1	1	1	1	1	1
28815	swap_09923_1	backtransl_set1_15182_2	28816	1	en	1	1	1	1	1	1	1
28816	backtransl_set1_10547_2	swap_34824_1	28817	0	en	1	1	1	1	1	1	1
28817	backtransl_set3_00283_2	swap_12134_2	28818	0	en	0	0	0	0	0	0	0
28818	swap_12144_1	backtransl_set1_02791_2	28819	1	en	1	1	1	1	1	1	1
28819	backtransl_set1_04459_2	swap_29879_1	28820	0	en	1	1	1	1	1	1	1
