Unnamed: 0	OriginalID	SourceLevel	TargetLevel	sentence1	sentence2	label	LLama3 zero-shot (Paraph)	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Sem Equiv)	XLM-R-ALLTHREE-V3-3	XLM-R-ALLTHREE-V3-2	XLM-R-ALLTHREE-V3-1	XLM-R-EN	XLM-R-ALL	XLM-RoBERTa-EN-ALLTHREE-V2-1	XLM-RoBERTa-EN-ALLTHREE-V2-2	XLM-RoBERTa-EN-ALLTHREE-V2-3	XLM-RoBERTa-EN-ALLTHREE-V3-1	XLM-RoBERTa-EN-ALLTHREE-V3-2	XLM-RoBERTa-EN-ALLTHREE-V3-3	XLM-RoBERTa-EN-ALLTHREE-V4-1	XLM-RoBERTa-EN-ALLTHREE-V4-2	XLM-RoBERTa-EN-ALLTHREE-V4-3	XLM-RoBERTa-EN-ORIG-V2-1	XLM-RoBERTa-EN-ORIG-V2-2	XLM-RoBERTa-EN-ORIG-V2-3	XLM-RoBERTa-EN-ORIG-V3-1	XLM-RoBERTa-EN-ORIG-V3-2	XLM-RoBERTa-EN-ORIG-V3-3	XLM-RoBERTa-EN-ORIG-V4-2	XLM-RoBERTa-EN-ORIG-V4-3	XLM-RoBERTa-EN-PARAPH-V2-1	XLM-RoBERTa-EN-PARAPH-V2-2	XLM-RoBERTa-EN-PARAPH-V2-3	XLM-RoBERTa-EN-PARAPH-V3-1	XLM-RoBERTa-EN-PARAPH-V3-2	XLM-RoBERTa-EN-PARAPH-V3-3	XLM-RoBERTa-EN-PARAPH-V4-1	XLM-RoBERTa-EN-PARAPH-V4-2	XLM-RoBERTa-EN-PARAPH-V4-3	XLM-RoBERTa-EN-SAMECONTENT-V2-2	XLM-RoBERTa-EN-SAMECONTENT-V2-3	XLM-RoBERTa-EN-SAMECONTENT-V3-1	XLM-RoBERTa-EN-SAMECONTENT-V3-2	XLM-RoBERTa-EN-SAMECONTENT-V3-3	XLM-RoBERTa-EN-SAMECONTENT-V4-1	XLM-RoBERTa-EN-SAMECONTENT-V4-2	XLM-RoBERTa-EN-SAMECONTENT-V4-3	XLM-RoBERTa-EN-EASYNEG-25-V2-1	XLM-RoBERTa-EN-EASYNEG-25-V2-2	XLM-RoBERTa-EN-EASYNEG-25-V2-3	XLM-RoBERTa-EN-EASYNEG-25-V3-1	XLM-RoBERTa-EN-EASYNEG-25-V3-2	XLM-RoBERTa-EN-EASYNEG-25-V3-3	XLM-RoBERTa-EN-EASYNEG-25-V4-1	XLM-RoBERTa-EN-EASYNEG-25-V4-2	XLM-RoBERTa-EN-EASYNEG-25-V4-3	XLM-RoBERTa-EN-EASYNEG-50-V2-1	XLM-RoBERTa-EN-EASYNEG-50-V2-2	XLM-RoBERTa-EN-EASYNEG-50-V2-3	XLM-RoBERTa-EN-EASYNEG-50-V3-1	XLM-RoBERTa-EN-EASYNEG-50-V3-2	XLM-RoBERTa-EN-EASYNEG-50-V3-3	XLM-RoBERTa-EN-EASYNEG-50-V4-1	XLM-RoBERTa-EN-EASYNEG-50-V4-2	XLM-RoBERTa-EN-EASYNEG-50-V4-3	XLM-RoBERTa-EN-EASYNEG-75-V2-1	XLM-RoBERTa-EN-EASYNEG-75-V2-2	XLM-RoBERTa-EN-EASYNEG-75-V2-3	XLM-RoBERTa-EN-EASYNEG-75-V3-1	XLM-RoBERTa-EN-EASYNEG-75-V3-2	XLM-RoBERTa-EN-EASYNEG-75-V3-3	XLM-RoBERTa-EN-EASYNEG-75-V4-1	XLM-RoBERTa-EN-EASYNEG-75-V4-2	XLM-RoBERTa-EN-EASYNEG-75-V4-3	XLM-RoBERTa-EN-SEMEQUIV-V2-1	XLM-RoBERTa-EN-SEMEQUIV-V2-2	XLM-RoBERTa-EN-SEMEQUIV-V2-3	XLM-RoBERTa-EN-SEMEQUIV-V3-1	XLM-RoBERTa-EN-SEMEQUIV-V3-2	XLM-RoBERTa-EN-SEMEQUIV-V3-3	XLM-RoBERTa-EN-SEMEQUIV-V4-1	XLM-RoBERTa-EN-SEMEQUIV-V4-2	XLM-RoBERTa-EN-SEMEQUIV-V4-3	LLama3 ICL_4 (Paraph)	LLama3 ICL_4 (Ex. Same Content)	LLama3 ICL_4 (Sem Equiv)
652	1155	ADV	ELE	It was during a nal-year project for his product design degree at the University of Limerick that Redmond produced the Express Dive.	It was during a nal-year project for his degree that Redmond produced the Express Dive.	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
654	2256	ADV	INT	With the economy in bad shape and social unrest on the rise, she faces a serious political challenge, both now and in 2014, when Brazil will not only host the World Cup but also have a presidential election.	She faces a serious political challenge, both now and in 2014, when Brazil will not only host the World Cup but also have a presidential election.	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
656	1683	ADV	ELE	If you have a vehicle that can go into a neighbourhood, it can deliver from that base.	If you have a vehicle that can go into a neighbourhood, it can deliver from that vehicle.	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
658	3171	ADV	INT	The Canadian tennis player Frank Dancevic slammed Australian Open organizers for forcing players to compete in inhumane conditions after he collapsed on court as temperatures rose to 41C.	The Canadian tennis player Frank Dancevic slammed Australian Open organizers for forcing players to compete in inhumane conditions.	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0
660	2057	ADV	ELE	Cockrell, a former Wall Street worker turned therapist, spends large parts of his days walking through Central Park or the Battery Park in downtown Manhattan near Wall Street, as a con dant and counsellor to some of New Yorks wealthiest people.	He spends large parts of his days walking in Central Park or the Battery Park in downtown Manhattan near Wall Street, talking to some of New Yorks wealthiest people.	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0
662	4091	ADV	INT	Marketers have an understanding of a brands consumers like they have never had before.	Marketers have an understanding of a brands customers like they have never had before.	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
665	5875	INT	ELE	At a pool in Bristol, she taught me some simple exercises to help me hold my breath for longer while swimming underwater.	At a swimming pool in Bristol, she taught me some simple ways to help me hold my breath for longer while swimming underwater.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
666	3109	ADV	INT	The albums themes included immortality, insanity, murder and mysticism, evidence that Bowie was a songwriter who was thinking way beyond pops usual boundaries.	The albums themes included immortality, insanity, murder and mysticism, which showed that Bowie was a songwriter who was thinking outside of pops usual boundaries.	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
669	4549	INT	ELE	The state receives just 72 million each year in taxes but 155 million is paid in salaries to 500,000 public employees.	The state receives just 72 million each year in taxes but it pays 155 million in salaries to 500,000 public employees.	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
670	3724	ADV	INT	The way clouds affect global warming has been the biggest mystery surrounding future climate change.	The way clouds affect global warming has been the biggest mystery in the study of future climate change.	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
673	5424	INT	ELE	Then, they matched the transcripts of the stories with the brain activity data to show how groups of related words produced brain responses in 50,000 to 80,000 pea-sized spots all over the cerebral cortex.	Then, they matched the transcripts of the stories with the brain activity data to show how groups of related words produced 50,000 to 80,000 responses all over the brain.	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
674	2050	ADV	ELE	We may as well get used to it, said David Kirkpatrick, author of The Facebook Effect.	David Kirkpatrick, author of The Facebook Effect, said that we need to get used to it.	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
677	4977	INT	ELE	Without the Habitats Directive, I dont think we would have had this recovery, he said.	Without the Habitats Directive, I dont think we would have had this revival, he said.	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
678	3644	ADV	INT	Measurements of their heart rate and the stress hormone, cortisol, before and after the speech found that people calmed down faster when they listened to nature recordings than when the same audio tracks were interspersed with sounds from road traf c, aeroplanes and even normal conversation.	Measurements of their heart rate and the stress hormone, cortisol, before and after the speech found that people calmed down faster when they listened to nature recordings than when the same soundtracks also contained noises from road traf c, aeroplanes and even normal conversation.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
681	5909	INT	ELE	It would improve cognitive performance, exam results and students health (lack of sleep can cause diabetes, depression, obesity and immune system problems).	This would improve exam results and students health (lack of sleep can cause diabetes, depression, obesity and other health problems).	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
682	624	ADV	ELE	A security guard patrolling the pavement outside one mansion said that the owners were not there.	A security guard outside one mansion said that the owners were not there.	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
684	263	ADV	ELE	Illegal downloading is a kind of moral squalor and theft, as much as reaching in to someones pocket and stealing their wallet is theft, says author Philip Pullman.	Illegal downloading is morally wrong, and it is theft, the same as putting your hand in someones pocket and stealing their wallet is theft, says author Philip Pullman.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
687	5731	INT	ELE	Even in summer the island has only three shops, two restaurants and not a single of cial hotel.	Even in summer, the island has only three shops, two restaurants and not one of cial hotel.	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
688	3370	ADV	INT	Another possible escape route could have involved Inky squeezing into an open pipe at the top of his tank, which led under the floor to the drain.	It is also possible that Inky escaped by squeezing into an open pipe at the top of his tank, which led under the floor to the drain.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
690	4062	ADV	INT	The fall of the Berlin Wall helped de ne Vienna as the hub for companies wanting to do business in Central Europe.	The fall of the Berlin Wall helped make Vienna a hub for companies wanting to do business in Central Europe.	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
693	5535	INT	ELE	Women choose a glass of wine because they dont know what beer is all about; they dont know what to order, says Carlsson.	Women choose a glass of wine because they dont know about beer.	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
694	1803	ADV	ELE	We are conditioning ourselves to ignore the information coming into our ears.	We are training ourselves to ignore the information that comes into our ears.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
697	4737	INT	ELE	Anders Sandberg, who studies the ethics of neurotechnologies at Oxford University, said the work was very important in helping to understand how brains encode information.	Anders Sandberg, of Oxford University, said the work was very important in helping to understand how brains process information.	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
699	5981	INT	ELE	To succeed as a bomb-disposal diver, you need ... to stay calm in stressful situations.	To succeed as a bomb-disposal diver, you need ... to be calm in stressful situations.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
700	2386	ADV	INT	She happily recalls a doctor who saw her for the first time a few years back, who said she couldnt possibly be more than 78: I said, Thank you, doctor.	She happily remembers a doctor who saw her for the first time a few years ago, who said she couldnt possibly be more than 78: I said, Thank you, doctor.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
702	1960	ADV	ELE	The Mesolithic man, who lived in Spain around 7,000 years ago, had an unusual mix of blue eyes, black or brown hair and dark skin, according to analyses of his genetic make-up.	The Mesolithic man, who lived in Spain about 7,000 years ago, had an unusual mix of blue eyes, black or brown hair and dark skin.	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
704	2977	ADV	INT	One of those lads was Andy Blackett, 30, an estate agent, who had two trolleys full of bargains.	One of those lads was Andy Blackett, 30, who had two trolleys full of bargains.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0
706	489	ADV	ELE	Only one compartment had a light that came on above the lever.	Only one compartment had a light above the lever.	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
708	1844	ADV	ELE	When water evaporates from the oceans, the vapour can rise over nine miles to form rain clouds that reflect sunlight; or, it may rise just a few miles and drift back down without forming clouds.	When water evaporates from the oceans, the vapour can rise over nine miles to form rain clouds that reflect sunlight; or, it may rise just a few miles and fall slowly back down without forming clouds.	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
710	1735	ADV	ELE	Typically, pilots must y beside the power line, sometimes as little as 20 feet away and just 30 feet off the ground.	Pilots often have to y next to the power line, sometimes as little as 20 feet away and just 30 feet off the ground.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
712	2912	ADV	INT	People lacking qualifications who want to use MOOCs as a bridge to higher education?	People without qualifications who want to use MOOCs as a bridge to higher education?	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
714	3220	ADV	INT	Scientists believe the mountains are made from water ice with just a thin veneer of exotic ices, methane and nitrogen.	Scientists believe the mountains are made from water ice with just a thin cover of exotic ices, methane and nitrogen.	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
716	147	ADV	ELE	Brazilians tend to be too nice sometimes they enjoy partying rather than protesting but something is changing, said Deli Borsari, a 53-year-old yoga instructor.	Brazilians are usually too nice; they enjoy partying, not protesting, but something is changing, said Deli Borsari, a 53-year-old yoga teacher.	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
719	5631	INT	ELE	Under the same conditions, a quarter of women pressed the shock button.	A quarter of women also pressed the shock button.	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
720	1987	ADV	ELE	Apart from these three animals, there are only two other northern white rhinos in the world, both in zoos, both female.	There are only two other northern white rhinos in the world, both in zoos, both female.	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
722	1370	ADV	ELE	Smoker Neil Timms owns an English pub and met the smoking ban before, in England.	Neil Timms owns an English pub and saw a smoking ban before, in England.	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0
724	2812	ADV	INT	The crater is still visible, marked by an enormous patch of fresh asphalt on the main road going north.	You can still see the crater, marked by an enormous patch of fresh asphalt on the main road going north.	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
726	660	ADV	ELE	When Larry Pizzi, a veteran bicycle industry executive, first heard about electric bikes nearly 20 years ago, he asked: Why would anyone want to screw up a bike by putting a motor and batteries on it?	When Larry Pizzi first heard about electric bikes nearly 20 years ago, he asked: Why would anyone want to spoil a bike by putting a motor and batteries on it?	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
728	1795	ADV	ELE	The number of people who would enjoy coming out to our bar, with our food, but would never come because they didnt want to smell like smoke for the next seven days were now an option for all those people.	There are lots of people who would enjoy coming to our bar but they never came because they didnt want to smell like smoke for the next seven days now, those people can come.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1
730	2512	ADV	INT	Anderson said: The takeaway message is that guilty people fidget more and we can measure this robustly.	Anderson said: Guilty people fidget more and we can measure this.	1	1	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0
732	3398	ADV	INT	The 36-year-old trading company employee used eight of her 20 days of paid vacation in 2014, six of which counted as sick leave.	The 36-year-old trading company employee used eight of her 20 days of paid vacation in 2014, six of which were sick leave.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
734	4283	ADV	INT	We think it will be number one in terms of total sales for not just years but decades to come. 	We think it will be number one for not just years but decades to come.	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
736	1148	ADV	ELE	The northern white rhino is the rarest species of African rhino.	The northern white rhino is the rarest kind of African rhino.	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
738	3273	ADV	INT	Weve only scraped the surface of what the National Food Survey can tell us and, from local food maps and school projects to predicting new food trends, I look forward to seeing how this data can be used to learn more about our past and grow our world-leading food and farming industry in the future. 	From local food maps and school projects to predicting new food trends, I look forward to seeing how this data can be used to learn more about our past and grow our world-leading food and farming industry in the future.	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
740	609	ADV	ELE	We had a big meeting with the Accord to make them understand they have to come forward or how will we help our workers?	We had a big meeting with the Accord to make them understand they have to help or how will we help our workers?	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0
742	3583	ADV	INT	That made a difference to me, keeping my sanity.	That made a difference to me it kept my sanity.	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1
