id	data set	lang	sentence1	sentence2	score	XLM-RoBERTa-EN-ALLTHREE-V2-1	XLM-RoBERTa-EN-ALLTHREE-V2-2	XLM-RoBERTa-EN-ALLTHREE-V2-3	XLM-RoBERTa-EN-ALLTHREE-V3-1	XLM-RoBERTa-EN-ALLTHREE-V3-2	XLM-RoBERTa-EN-ALLTHREE-V3-3	XLM-RoBERTa-EN-ALLTHREE-V4-1	XLM-RoBERTa-EN-ALLTHREE-V4-2	XLM-RoBERTa-EN-ALLTHREE-V4-3	XLM-RoBERTa-EN-ORIG-V2-1	XLM-RoBERTa-EN-ORIG-V2-2	XLM-RoBERTa-EN-ORIG-V2-3	XLM-RoBERTa-EN-ORIG-V3-1	XLM-RoBERTa-EN-ORIG-V3-2	XLM-RoBERTa-EN-ORIG-V3-3	XLM-RoBERTa-EN-ORIG-V4-2	XLM-RoBERTa-EN-ORIG-V4-3	XLM-RoBERTa-EN-PARAPH-V2-1	XLM-RoBERTa-EN-PARAPH-V2-2	XLM-RoBERTa-EN-PARAPH-V2-3	XLM-RoBERTa-EN-PARAPH-V3-1	XLM-RoBERTa-EN-PARAPH-V3-2	XLM-RoBERTa-EN-PARAPH-V3-3	XLM-RoBERTa-EN-PARAPH-V4-1	XLM-RoBERTa-EN-PARAPH-V4-2	XLM-RoBERTa-EN-PARAPH-V4-3	XLM-RoBERTa-EN-SAMECONTENT-V2-2	XLM-RoBERTa-EN-SAMECONTENT-V2-3	XLM-RoBERTa-EN-SAMECONTENT-V3-1	XLM-RoBERTa-EN-SAMECONTENT-V3-2	XLM-RoBERTa-EN-SAMECONTENT-V3-3	XLM-RoBERTa-EN-SAMECONTENT-V4-1	XLM-RoBERTa-EN-SAMECONTENT-V4-2	XLM-RoBERTa-EN-SAMECONTENT-V4-3	LLama3 zero-shot (Paraph)	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Sem Equiv)	XLM-RoBERTa-EN-EASYNEG-25-V2-1	XLM-RoBERTa-EN-EASYNEG-25-V2-2	XLM-RoBERTa-EN-EASYNEG-25-V2-3	XLM-RoBERTa-EN-EASYNEG-25-V3-1	XLM-RoBERTa-EN-EASYNEG-25-V3-2	XLM-RoBERTa-EN-EASYNEG-25-V3-3	XLM-RoBERTa-EN-EASYNEG-25-V4-1	XLM-RoBERTa-EN-EASYNEG-25-V4-2	XLM-RoBERTa-EN-EASYNEG-25-V4-3	XLM-RoBERTa-EN-EASYNEG-50-V2-1	XLM-RoBERTa-EN-EASYNEG-50-V2-2	XLM-RoBERTa-EN-EASYNEG-50-V2-3	XLM-RoBERTa-EN-EASYNEG-50-V3-1	XLM-RoBERTa-EN-EASYNEG-50-V3-2	XLM-RoBERTa-EN-EASYNEG-50-V3-3	XLM-RoBERTa-EN-EASYNEG-50-V4-1	XLM-RoBERTa-EN-EASYNEG-50-V4-2	XLM-RoBERTa-EN-EASYNEG-50-V4-3	XLM-RoBERTa-EN-EASYNEG-75-V2-1	XLM-RoBERTa-EN-EASYNEG-75-V2-2	XLM-RoBERTa-EN-EASYNEG-75-V2-3	XLM-RoBERTa-EN-EASYNEG-75-V3-1	XLM-RoBERTa-EN-EASYNEG-75-V3-2	XLM-RoBERTa-EN-EASYNEG-75-V3-3	XLM-RoBERTa-EN-EASYNEG-75-V4-1	XLM-RoBERTa-EN-EASYNEG-75-V4-2	XLM-RoBERTa-EN-EASYNEG-75-V4-3	XLM-RoBERTa-EN-SEMEQUIV-V2-1	XLM-RoBERTa-EN-SEMEQUIV-V2-2	XLM-RoBERTa-EN-SEMEQUIV-V2-3	XLM-RoBERTa-EN-SEMEQUIV-V3-1	XLM-RoBERTa-EN-SEMEQUIV-V3-2	XLM-RoBERTa-EN-SEMEQUIV-V3-3	XLM-RoBERTa-EN-SEMEQUIV-V4-1	XLM-RoBERTa-EN-SEMEQUIV-V4-2	XLM-RoBERTa-EN-SEMEQUIV-V4-3	LLama3 ICL_4 (Paraph)	LLama3 ICL_4 (Ex. Same Content)	LLama3 ICL_4 (Sem Equiv)
stanfordnlp/snli-5203	stanfordnlp/snli	en	the women are looking at a bouquet of flower	Two women look at a table with assorted items on it in some sort of market that others are currently browsing.	0.0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0
stanfordnlp/snli-5205	stanfordnlp/snli	en	the women are hot	Two women look at a table with assorted items on it in some sort of market that others are currently browsing.	0.0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0
stanfordnlp/snli-5206	stanfordnlp/snli	en	A man juggling balls.	A man juggles a flaming staff in the dark.	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0
stanfordnlp/snli-5207	stanfordnlp/snli	en	A man in a circus with flaming staff.	A man juggles a flaming staff in the dark.	0.0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0
stanfordnlp/snli-5209	stanfordnlp/snli	en	The man enjoys dogs.	A man in a grassy field throws a stick for a group of three brown dogs.	0.0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0
stanfordnlp/snli-5210	stanfordnlp/snli	en	The man eats dog pie.	A man in a grassy field throws a stick for a group of three brown dogs.	-1.0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0
stanfordnlp/snli-5212	stanfordnlp/snli	en	A soccer player tries to score a goal and the opposing team stops it.	A player on the red soccer team has just scored a goal while the opposing team watches the ball go in.	-1.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-5213	stanfordnlp/snli	en	A soccer player scored a goal in an iternational championship game.	A player on the red soccer team has just scored a goal while the opposing team watches the ball go in.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0
stanfordnlp/snli-5215-hard	stanfordnlp/snli	en	a woman in a gray shirt and pink wristband plays guitar	A man wearing a gray shirt and pink wristband plays the drums.	-1.0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
stanfordnlp/snli-5217	stanfordnlp/snli	en	a man in a gray shirt and pink wristband plays drums during a concert	A man wearing a gray shirt and pink wristband plays the drums.	0.0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
stanfordnlp/snli-5218	stanfordnlp/snli	en	A woman is enjoying a beer.	A woman wearing a straw hat is sitting among a variety of different foods while holding a drink.	0.0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0
stanfordnlp/snli-5219-hard	stanfordnlp/snli	en	A woman is standing by the food.	A woman wearing a straw hat is sitting among a variety of different foods while holding a drink.	-1.0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0
stanfordnlp/snli-5221	stanfordnlp/snli	en	A lady is standing.	An Asian lady is holding a cup and sitting in front of a table covered in different foods.	-1.0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0
stanfordnlp/snli-5222-hard	stanfordnlp/snli	en	The lady is holding a porcelain cup.	An Asian lady is holding a cup and sitting in front of a table covered in different foods.	0.0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0
stanfordnlp/snli-5224-hard	stanfordnlp/snli	en	A woman tacking a note to a door.	A woman taping a paper notice to a board.	-1.0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1
stanfordnlp/snli-5225	stanfordnlp/snli	en	A woman taping a job notice on a bulletin board.	A woman taping a paper notice to a board.	0.0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1
stanfordnlp/snli-5227-hard	stanfordnlp/snli	en	A king sits behind some drums.	A man sits on his throne behind the drums.	0.0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0
stanfordnlp/snli-5228	stanfordnlp/snli	en	The Queen of England sits behind some drums.	A man sits on his throne behind the drums.	-1.0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0
stanfordnlp/snli-5230	stanfordnlp/snli	en	A boy is choosing a birthday gift for himself at the store.	A toddler is intrigued by a toy lego set in a bookstore.	0.0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-5231-hard	stanfordnlp/snli	en	A child is chasing a rabbit in the yard.	A toddler is intrigued by a toy lego set in a bookstore.	-1.0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-5233	stanfordnlp/snli	en	A hot air balloon is crashing down to earth.	A red hot air balloon lands in a field among a crowd.	-1.0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0
stanfordnlp/snli-5234	stanfordnlp/snli	en	A hot air balloon is rising in to the sky.	A red hot air balloon lands in a field among a crowd.	-1.0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0
stanfordnlp/snli-5236	stanfordnlp/snli	en	An Asian mother holding her baby girl.	A mother holds her newborn baby.	0.0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
stanfordnlp/snli-5237-hard	stanfordnlp/snli	en	A father holding a ball.	A mother holds her newborn baby.	-1.0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	0
stanfordnlp/snli-5239-hard	stanfordnlp/snli	en	A child is chasing a car.	A young boy wearing a red shirt runs along a gravel road.	0.0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0
stanfordnlp/snli-5241	stanfordnlp/snli	en	A boy sits in the road.	A young boy wearing a red shirt runs along a gravel road.	-1.0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0
stanfordnlp/snli-5242	stanfordnlp/snli	en	a man walking backwards	A woman in a burgundy coat exits Trader Joe's with a cart full of groceries.	-1.0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0
stanfordnlp/snli-5243	stanfordnlp/snli	en	a wife taking groceries home to her family	A woman in a burgundy coat exits Trader Joe's with a cart full of groceries.	0.0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0
stanfordnlp/snli-5245	stanfordnlp/snli	en	A woman is leaving Trader Joe's with a full shopping cart of things she just stole.	A woman is walking with a full shopping cart away from a Trader Joe's.	0.0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
stanfordnlp/snli-5246	stanfordnlp/snli	en	A man is in a driveway washing his car.	A woman is walking with a full shopping cart away from a Trader Joe's.	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0
stanfordnlp/snli-5249-hard	stanfordnlp/snli	en	A survivor searches for a meal.	A rescue worker searches with a flashlight under a slab in a ruined building.	-1.0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0
stanfordnlp/snli-5250	stanfordnlp/snli	en	A rescue worker searches for survivors.	A rescue worker searches with a flashlight under a slab in a ruined building.	0.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0
stanfordnlp/snli-5251	stanfordnlp/snli	en	A man is searching for survivors.	A fireman searching for something using a flashlight.	0.0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
stanfordnlp/snli-5254-hard	stanfordnlp/snli	en	A fireman with an axe stands in a burning house.	A fireman with a neon helmet and a pickaxe inspects some debris with a flashlight.	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0
stanfordnlp/snli-5256	stanfordnlp/snli	en	A fireman sits at his station.	A fireman with a neon helmet and a pickaxe inspects some debris with a flashlight.	-1.0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0
stanfordnlp/snli-5258	stanfordnlp/snli	en	A man in a police uniform is talking to another man.	A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.	0.0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
stanfordnlp/snli-5259-hard	stanfordnlp/snli	en	A man in a swimsuit is talking to another man.	A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.	-1.0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-5260	stanfordnlp/snli	en	The man has no arms.	There is a man poking a long stick up towards the ceiling.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0
stanfordnlp/snli-5262-hard	stanfordnlp/snli	en	The man is killing a spider.	There is a man poking a long stick up towards the ceiling.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0
stanfordnlp/snli-5264-hard	stanfordnlp/snli	en	The man is being served food under an umbrella.	A man is sitting at a restaurant table outdoors.	0.0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
stanfordnlp/snli-5265	stanfordnlp/snli	en	The man is inside the restaurant in a booth.	A man is sitting at a restaurant table outdoors.	-1.0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0
stanfordnlp/snli-5266	stanfordnlp/snli	en	Children are burning flags in protest.	Young children waving American flags for a soldier	-1.0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0
stanfordnlp/snli-5267	stanfordnlp/snli	en	Children are welcoming home soldiers	Young children waving American flags for a soldier	0.0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0
stanfordnlp/snli-5269	stanfordnlp/snli	en	A man driving a go kart, numbered 34, on a narrow dirt road.	A man in a helmet and protective gear driving a go kart, numbered 65, on a narrow paved road.	-1.0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0
stanfordnlp/snli-5271-hard	stanfordnlp/snli	en	A man driving a go kart, numbered 65, on a narrow paved road in the snow.	A man in a helmet and protective gear driving a go kart, numbered 65, on a narrow paved road.	0.0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0
stanfordnlp/snli-5273	stanfordnlp/snli	en	A small child is standing by the man.	A small child in a red jacket is sitting on a man's shoulders and holding his head.	-1.0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0
stanfordnlp/snli-5274-hard	stanfordnlp/snli	en	Th small child is watching a performance.	A small child in a red jacket is sitting on a man's shoulders and holding his head.	0.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0
stanfordnlp/snli-5275	stanfordnlp/snli	en	Grandparents watch their grandkids play in the water.	Four youth and an elder man and woman playing in water just up to the bottom of man's swim trunks.	0.0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0
stanfordnlp/snli-5277-hard	stanfordnlp/snli	en	A group of kids slide down a water slide as their parents watch them.	Four youth and an elder man and woman playing in water just up to the bottom of man's swim trunks.	-1.0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0
stanfordnlp/snli-5278	stanfordnlp/snli	en	A young man is standing on both feet barefooted.	A young man standing on one foot in colorful bowling shoes after throwing the ball.	-1.0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0
stanfordnlp/snli-5279	stanfordnlp/snli	en	A child is standing on one foot.	A young man standing on one foot in colorful bowling shoes after throwing the ball.	0.0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0
stanfordnlp/snli-5280-hard	stanfordnlp/snli	en	A person in a black shirt is standing on one foot.	A young man standing on one foot in colorful bowling shoes after throwing the ball.	0.0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0
stanfordnlp/snli-5282	stanfordnlp/snli	en	A woman is reading a book in her house.	A zaftig woman in a tube top and jeans dancing outdoors, with a guitarist behind her.	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
