	split	genre	dataset	year	sid	score	sentence1	sentence2	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Sem Equiv)	LLama3 zero-shot (Paraph)	Zero_Shot_ALL_THREE	Zero_Shot_Majority_vote
2893	train	main-news	MSRpar	2012test	668	4.25	"Although obesity can increase the risk of health problems, skeptics argue, so do smoking and high cholesterol."	"Although obesity can increase the risk of a host of health problems, skeptics argue, so do smoking and high cholesterol, which are not considered diseases."	0	0	1	0	0
2894	train	main-news	MSRpar	2012test	669	2.75	Michelle Wie chips Sunday during her 1-up victory over Virada Nirapathpongporn in the 27th U.S. Women's Amateur Public Links Championship.	Now she has her first trophy after victory in the US Women's Amateur Public Links here on Sunday.	0	0	0	0	0
2895	train	main-news	MSRpar	2012test	670	2.75	"Sony said the PSP would also feature a 4.5-inch LCD screen, Memory Stick expansion slots."	It also features a 4.5 in back-lit LCD screen and memory expansion facilities.	1	1	1	1	1
2896	train	main-news	MSRpar	2012test	671	3.25	"At one of the three sampling sites at Huntington Beach, the bacteria reading came back at 160 on June 16 and at 120 on June 23."	The readings came back at 160 on June 16 and 120 at June 23 at one of three sampling sites at Huntington Beach.	1	1	1	1	1
2897	train	main-news	MSRpar	2012test	673	4.2	"Where long-lines used to catch 10 fish per 100 hooks in past decades, they are now lucky to catch one, the study found."	"""Whereas long lines used to catch 10 fish per 100 hooks, now they are lucky to catch one,"" Myers said."	1	1	1	1	1
2898	train	main-news	MSRpar	2012test	675	3.2	"Carnival Corp. stock was trading at $31.29 during midday trading Wednesday, down 72 cents or 2.25 percent."	"Carnival Corp. stock was down 2.5 percent, or 81 cents, at $31.20 on the New York Stock Exchange."	0	0	1	0	0
2899	train	main-news	MSRpar	2012test	676	2.75	But Senate criticism of the House plan Tuesday came on several fronts.	And several Senate Republicans are cranky about the House map.	0	0	1	0	0
2900	train	main-news	MSRpar	2012test	677	1.75	"As a result, Murphy sought to substitute Strier's sister, Ethel Celnik, as the trustee."	"Murphy said Strier's sister, Ethel Celnik, was in the courtroom at the time, but Strier was not."	0	0	1	0	0
2901	train	main-news	MSRpar	2012test	679	3.75	"The rule bars groups from airing ads that promote, support, attack or oppose a candidate at any time."	"It upheld fallback rules that bar the same groups from airing ads that promote, support, attack or oppose a candidate at any time."	1	1	1	1	1
2902	train	main-news	MSRpar	2012test	680	4.8	Cisco pared spending to compensate for sluggish sales.	"In response to sluggish sales, Cisco pared spending."	1	1	1	1	1
2903	train	main-news	MSRpar	2012test	681	3.4	"Kansas City drafted outfielder Chris Lubanski, from Kennedy-Kenrick High School in Pennsylvania, with the fifth pick."	"The Royals chose Chris Lubanski, a high school outfielder from Pennsylvania who hit .528, with the fifth pick."	1	1	1	1	1
2904	train	main-news	MSRpar	2012test	682	0.8	Sterling was down 0.8 percent against the dollar at $1.5875 GBP= .	The dollar rose 0.15 percent against the Japanese currency to 115.97 yen.	0	0	1	0	0
2905	train	main-news	MSRpar	2012test	683	4.0	"The Dow Jones industrial average .DJI rose 41.61 points, or 0.44 percent, to 9,415.82."	"The Dow Jones rose 41.61 points Friday, a gain of 0.4% for the day and 0.7% for the week."	1	1	1	1	1
2906	train	main-news	MSRpar	2012test	684	4.0	"""Right from the beginning, we didn't want to see anyone take a cut in pay."	"But Mr. Crosby told The Associated Press: ""Right from the beginning, we didn't want to see anyone take a cut in pay."	0	1	1	0	1
2907	train	main-news	MSRpar	2012test	685	3.75	"""There were a number of bureaucratic and administrative missed signals -- there's not one person who's responsible here,"" Gehman said."	"In turning down the NIMA offer, Gehman said, ''there were a number of bureaucratic and administrative missed signals here."	1	1	1	1	1
2908	train	main-news	MSRpar	2012test	686	3.25	DeVries did make one stop in town Wednesday - registering as a sex offender at the Soledad Police Department.	Convicted child molester Brian DeVries spoke out in response to community outrage Wednesday afternoon after registering as a sex offender at the Soledad Police Department.	0	0	1	0	0
2909	train	main-news	MSRpar	2012test	687	1.25	"At 5 p.m. EDT, Grace's center was near latitude 25.6 north, longitude 93.7 west or about 280 miles east-southeast of Corpus Christi."	"At 11 a.m. EDT, Fabian's center was near latitude 18.1 north and longitude 53.2 west, or about 550 miles east of the Leewards."	0	0	1	0	0
2910	train	main-news	MSRpar	2012test	688	3.5	"On Saturday, a 149mph serve against Agassi equalled Rusedski's world record."	"On Saturday, Roddick equalled the world record with a 149 m.p.h. serve in beating Andre Agassi."	1	1	1	1	1
2911	train	main-news	MSRpar	2012test	690	1.0	"The broader Standard & Poor's 500 Index .SPX climbed 10 points, or 1.10 percent, to 943."	"The Nasdaq Composite Index .IXIC jumped 43.64 points, or 2.89 percent, to 1,553.73."	0	0	1	0	0
2912	train	main-news	MSRpar	2012test	691	2.5	October heating oil futures settled .85 cent lower at 69.89 cents a gallon.	October heating oil ended down 0.41 cent to 70.74 cents a gallon.	1	1	1	1	1
2913	train	main-news	MSRpar	2012test	692	3.438	Mr Levine confirmed that Ms Cohen Alon had tried to sell the story during the World Cup.	"Ms Cohen Alon's lawyer, Donald Levine, confirmed she tried to sell the story in February."	0	0	0	0	0
2914	train	main-news	MSRpar	2012test	693	4.0	"Mr. Bankhead said the crime scenes indicated that the killer was ""very methodical."""	GBI spokesman John Bankhead said the murder scenes showed that the killer was very methodical.	1	1	1	1	1
2915	train	main-news	MSRpar	2012test	694	3.6	"""This moves us a lot closer to saying that the foam can do this kind of damage,"" said Hubbard, a member of the Columbia Accident Investigation Board."	"""I think this moves us a lot closer toward saying that foam can do this kind of damage,"" Hubbard said."	1	1	1	1	1
2916	train	main-news	MSRpar	2012test	695	4.2	"""We had nothing to do with @Stake's internal personnel decision,"" Microsoft spokesman Sean Sundwell said."	"""Microsoft had absolutely nothing to do with AtStake's internal personnel decision,"" Sundwall said."	1	1	1	1	1
2917	train	main-news	MSRpar	2012test	696	2.6	"Egyptologists cast doubt Tuesday on an expedition's claim that it may have found the mummy of Queen Nefertiti, one of the best-known ancient Egyptians."	"Egyptologists think they may have identified the long-sought mummy of Queen Nefertiti, one of the ancient world's legendary beauties."	0	0	1	0	0
2918	train	main-news	MSRpar	2012test	698	4.4	Treasurys long-range plan is to provide retail buyers of all Treasury securities the ability to manage their holdings online in a single account.	The Treasury said wants to give retail buyers of all Treasury securities the ability eventually to manage holdings online in a single account.	0	0	1	0	0
2919	train	main-news	MSRpar	2012test	700	3.25	"He was listed last night in critical but stable condition at Kings County Hospital Center, police said."	"That victim, a New Jersey resident, was in critical but stable condition at the hospital."	0	0	0	0	0
2920	train	main-news	MSRpar	2012test	701	2.0	"The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent, down from 4.35 percent late Wednesday."	"At 11 a.m. (1500 GMT), the 10-year note US10YT=RR was up 11/32 for a yield of 3.36 percent from 3.40 percent Wednesday."	0	0	1	0	0
2921	train	main-news	MSRpar	2012test	703	4.5	"IAC's stock closed yesterday down $2.81, or 7.6 percent, at $34.19."	"InterActiveCorp's shares closed at $34.19, down $2.81, or 7.6 percent on the Nasdaq Stock Market."	1	1	1	1	1
2922	train	main-news	MSRpar	2012test	704	3.4	"Byrd, speaking from the Senate floor, said he questioned ""the motives of a deskbound president who assumes the garb of a warrior for purposes of a speech."""	"""But I do question the motives of a desk-bound president who assumes the garb of a warrior for the purposes of a speech."""	1	1	1	1	1
2923	train	main-news	MSRpar	2012test	705	3.0	The Ministry of Defence is facing a 20m compensation claim from hundreds of Kenyan women who claim they were raped by British soldiers.	Hundreds of Kenyan women claiming they were attacked and raped by British soldiers were granted government legal aid Wednesday to pursue their case against the Ministry of Defense.	1	0	1	0	1
2924	train	main-news	MSRpar	2012test	707	1.0	"Shares of USA Interactive rose $2.28, or 7 percent, to $34.96 on Friday in Nasdaq Stock Market composite trading and have gained 53 percent this year."	"Shares of LendingTree rose $6.03, or 41 percent, to close at $20.72 on the Nasdaq stock market yesterday."	0	0	0	0	0
2925	train	main-news	MSRpar	2012test	708	2.75	Similar bills passed the House twice but died in the Senate.	"Two years ago, the House passed a similar version that floundered in the Senate."	1	1	1	1	1
2926	train	main-news	MSRpar	2012test	709	3.25	The show's closure affected third-quarter earnings per share by a penny.	The company said this impacted earnings by a penny a share.	1	1	1	1	1
2927	train	main-news	MSRpar	2012test	712	1.0	"The woman was hospitalized June 15, Kansas health officials said."	Missouri health officials said he had not been hospitalized and is recovering.	0	0	0	0	0
2928	train	main-news	MSRpar	2012test	713	3.6	Blue chips edged lower by midday on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months.	U.S. stocks fell in early morning trade on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months.	1	1	1	1	1
2929	train	main-news	MSRpar	2012test	714	3.2	"The technology-laced Nasdaq Composite Index <.IXIC> tacked on 5.91 points, or 0.29 percent, to 2,053.27."	"The technology-focused Nasdaq Composite Index <.IXIC> advanced 6 points, or 0.30 percent, to 2,053, erasing earlier losses."	1	1	1	1	1
2930	train	main-news	MSRpar	2012test	716	3.0	"Two Kuwaitis and six Palestinians with Jordanian passports were among the suspects, the official said."	"They include two Kuwaitis and six Palestinians with Jordanian passports, and the remainder are Iraqis and Saudis, the official said."	0	1	1	0	1
2931	train	main-news	MSRpar	2012test	717	3.2	"Her birthday, 21 April, was declared a public holiday and she attended a reception and a ball."	"When his grandmother, then-Princess Elizabeth, turned 21 in 1947, the day was declared a public holiday, and she attended a reception and a ball."	0	0	1	0	0
2932	train	main-news	MSRpar	2012test	718	4.6	"Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately."	Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury.	1	0	1	0	1
2933	train	main-news	MSRpar	2012test	719	2.8	"The man, who entered the post office in Lakeside shortly before 3 p.m., gave up to deputies about 6:30 p.m."	The man had entered the post office on Woodside Avenue at Maine Avenue shortly before 3 p.m.	0	0	0	0	0
2934	train	main-news	MSRpar	2012test	720	4.2	"""Fewer than 10"" FBI offices have conducted investigations involving visits to mosques, the Justice Department said."	"In addition, the Justice Department said that the FBI has conducted ''fewer than 10'' investigations involving visits to mosques."	1	1	1	1	1
2935	train	main-news	MSRpar	2012test	721	3.2	"Outside the court, Sriyanto, who faces up to 25 years' jail, denied he had done anything wrong."	"Outside the court, Sriyanto denied to The Age that he had done anything wrong."	0	0	1	0	0
2936	train	main-news	MSRpar	2012test	722	4.0	"University of Michigan President Mary Sue Coleman said in a statement on the university's Web site, ""Our fundamental values haven't changed."	"""Our fundamental values haven't changed,"" Mary Sue Coleman, president of the university, said in a statement in Ann Arbor."	1	1	1	1	1
2937	train	main-news	MSRpar	2012test	724	2.2	Comcast Class A shares were up 8 cents at $30.50 in morning trading on the Nasdaq Stock Market.	The stock rose 48 cents to $30 yesterday in Nasdaq Stock Market trading.	0	0	0	0	0
2938	train	main-news	MSRpar	2012test	725	2.8	"Thomas was joined in full by Rehnquist, and in parts by O'Connor and Scalia."	He was joined by Chief Justice William H. Rehnquist and Justices Sandra Day O'Connor and Antonin Scalia.	1	1	1	1	1
2939	train	main-news	MSRpar	2012test	727	5.0	"When you crossed the line, you violated the constitutional right,"" said Charles Weisselberg, a UC Berkeley law professor."	"When you crossed the line, you violated the constitutional right,"" said Charles Weisselberg, who teaches law at the University of California, Berkeley."	1	1	1	1	1
2940	train	main-news	MSRpar	2012test	728	2.0	"Preliminary reports were that the men were not seen together at the airport, sources said."	"The men had Pakistani passports and reportedly were seen together at the airport earlier in the evening, law enforcement sources said."	0	0	0	0	0
2941	train	main-news	MSRpar	2012test	729	3.25	Toronto yesterday had 64 probable cases of SARS and nine suspect cases.	"As of Wednesday, there were 65 probable SARS cases in the Toronto region."	0	1	1	0	1
2942	train	main-news	MSRpar	2012test	730	3.75	"The Nasdaq composite index rose 13.70, or 0.8 per cent, to 1700.34."	"The technology-laced Nasdaq Composite Index .IXIC gained 13.73 points, or 0.81 percent, to finish at 1,700.34."	1	1	1	1	1
2943	train	main-news	MSRpar	2012test	731	3.5	"Toll, Australia's second-largest transport company, last week offered NZ75 a share for Tranz Rail."	"Toll last week offered to buy the company for NZ75c a share, or $NZ158 million."	1	1	1	1	1
2944	train	main-news	MSRpar	2012test	733	2.75	"MessageLabs, which runs outsourced e-mail servers for 700,000 customers around the world, said it had filtered out 27,000 infected e-mails in 115 countries as of Thursday morning."	"Messagelabs, which runs outsourced e-mail servers for 700,000 customers around the world, has labeled the worm ""high risk"" and reports more than 31,000 infections in 120 countries."	0	0	1	0	0
2945	train	main-news	MSRpar	2012test	738	4.0	Carlson on Tuesday said he would not recuse himself from the case.	Service officials said Carlson refused to recuse himself from the case.	0	0	0	0	0
2946	train	main-news	MSRpar	2012test	739	2.0	"Oracle shares were also higher, trading up 12 cents at $13.60."	Shares of Redwood Shores-based Oracle rose 14 cents to $13.62.	1	1	1	1	1
2947	train	main-news	MSRpar	2012test	741	3.0	"With all precincts reporting, Fletcher — a three-term congressman from Lexington — had an overwhelming 57 percent of the vote."	"With all precincts reporting, Fletcher had 88,747 votes, or 57 percent of the total."	0	0	1	0	0
2948	train	main-news	MSRpar	2012test	743	3.0	"In Hong Kong, 24 patients were quarantined Wednesday after seven public hospital workers developed flu-like symptoms."	This after seven health care workers at a public hospital fell ill with flu-like symptoms.	1	0	1	0	1
2949	train	main-news	MSRpar	2012test	744	4.6	"On the upside, Coca-Cola Co. (nyse: KO - news - people) reported higher profit for the quarter early on Thursday, helped by European demand."	"Coca-Cola Co. (KO) reported higher profit for the quarter, helped by European demand, early on Thursday."	1	1	1	1	1
2950	train	main-news	MSRpar	2012test	746	3.2	"The unemployment rate rose a tenth of a percentage point to 6.1%, the highest level since July 1994."	The unemployment rate is predicted to have ticked up a percentage point to 6.1%.	0	0	0	0	0
2951	train	main-news	MSRpar	2012test	747	4.4	"As part of his deal, Mr. Delainey has agreed to cooperate in the continuing investigation."	Dave Delainey agreed to cooperate with federal prosecutors in exchange for the plea.	1	1	1	1	1
2952	train	main-news	MSRpar	2012train	0	4.0	But other sources close to the sale said Vivendi was keeping the door open to further bids and hoped to see bidders interested in individual assets team up.	But other sources close to the sale said Vivendi was keeping the door open for further bids in the next day or two.	0	0	0	0	0
2953	train	main-news	MSRpar	2012train	1	3.75	Micron has declared its first quarterly profit for three years.	Micron's numbers also marked the first quarterly profit in three years for the DRAM manufacturer.	1	1	1	1	1
2954	train	main-news	MSRpar	2012train	2	2.8	The fines are part of failed Republican efforts to force or entice the Democrats to return.	"Perry said he backs the Senate's efforts, including the fines, to force the Democrats to return."	1	1	1	1	1
2955	train	main-news	MSRpar	2012train	4	2.4	"The tech-loaded Nasdaq composite rose 20.96 points to 1595.91, ending at its highest level for 12 months."	"The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02."	0	1	1	0	1
2956	train	main-news	MSRpar	2012train	6	4.6	U.S. prosecutors have arrested more than 130 individuals and have seized more than $17 million in a continuing crackdown on Internet fraud and abuse.	More than 130 people have been arrested and $17 million worth of property seized in an Internet fraud sweep announced Friday by three U.S. government agencies.	1	1	1	1	1
2957	train	main-news	MSRpar	2012train	7	3.8	"Chavez said investigators feel confident they've got ""at least one of the fires resolved in that regard."""	"Albuquerque Mayor Martin Chavez said investigators felt confident that with the arrests they had ""at least one of the fires resolved."""	1	0	1	0	1
2958	train	main-news	MSRpar	2012train	10	4.4	The man accused of using fake grenades to commandeer a Cuban plane that landed in Key West in April was sentenced Friday to 20 years in prison.	A Cuban architect was sentenced to 20 years in prison Friday for using two fake grenades to hijack a passenger plane from Cuba to Florida in April.	0	0	1	0	0
2959	train	main-news	MSRpar	2012train	11	4.2	"Jim Williams, director of the US-VISIT project, said that by the middle of November, many arriving passengers in Atlanta will be fingerprinted and photographed."	"Jim Williams, director of the US-VISIT project, said that by the middle of November, inspectors will be fingerprinting and photographing many foreign passengers arriving in Atlanta."	0	1	1	0	1
2960	train	main-news	MSRpar	2012train	12	5.0	"The hearing occurred a day after the Pentagon for the first time singled out an officer, Dallager, for not addressing the scandal."	The hearing came one day after the Pentagon for the first time singled out an officer - Dallager - for failing to address the scandal.	1	1	1	1	1
2961	train	main-news	MSRpar	2012train	13	5.0	"The Episcopal Church ''is alienating itself from the Anglican Communion,'' said the Very Rev. Peter Karanja, provost of the All Saints Cathedral, in Nairobi."	"In Nairobi, the provost of All Saints Cathedral, the Very Reverend Peter Karanja, said the US Episcopal Church was alienating itself from the Anglican Communion."	1	0	1	0	1
2962	train	main-news	MSRpar	2012train	14	5.0	"Counties with population declines will be Vermillion, Posey and Madison."	"Vermillion, Posey and Madison County populations will decline."	1	1	1	1	1
2963	train	main-news	MSRpar	2012train	15	3.4	"Swartz, indicted in February, had argued that New Hampshire was the wrong place to charge him."	"Swartz had sought to have the charges dismissed, saying New Hampshire was the wrong place to charge him."	1	1	1	1	1
2964	train	main-news	MSRpar	2012train	18	3.2	They were at Raffles Hospital over the weekend for further evaluation.	"They underwent more tests over the weekend, and are now warded at Raffles Hospital."	0	0	1	0	0
2965	train	main-news	MSRpar	2012train	19	5.0	"When the bomb exploded at the Casa de España, customers were eating dinner and playing bingo."	"At the Casa de Espaa, customers were eating dinner and playing bingo when a bomb went off."	1	1	1	1	1
2966	train	main-news	MSRpar	2012train	20	4.4	Plofsky said the commission won't investigate because the three-year statute of limitations has expired.	"The panel will not begin a formal investigation because the statute of limitations has expired, Plofsky said."	1	1	1	1	1
2967	train	main-news	MSRpar	2012train	22	3.6	"If convicted of the spying charges, he could face the death penalty."	The charges of espionage and aiding the enemy can carry the death penalty.	1	0	1	0	1
2968	train	main-news	MSRpar	2012train	25	3.2	Entrenched interests are positioning themselves to control the network's chokepoints and they are lobbying the FCC to aid and abet them.	"It may be dying because entrenched interests are positioning themselves to control the Internet's choke-points and they are lobbying the FCC to aid and abet them."""	0	0	1	0	0
2969	train	main-news	MSRpar	2012train	26	3.8	But church members and observers say they expect that the decision could be problematic for many Episcopalians.	But church members and observers say they anticipate that the decision here could pose doctrinal problems for some Episcopalians who believe the Bible prohibits homosexuality.	0	0	1	0	0
2970	train	main-news	MSRpar	2012train	27	4.2	Squyres is principal investigator for the Athena payload - a collection of science instruments carted by each rover.	"Steve Squyres, a Cornell University scientist, is principal investigator for the missions' science instruments."	0	1	1	0	1
2971	train	main-news	MSRpar	2012train	28	3.0	"The military said it had killed 12 rebels and captured nine in the campaign so far, for the loss of six soldiers wounded."	"The military said it had killed 16 rebels and captured nine in the campaign so far, with one soldier killed and six wounded."	0	0	0	0	0
2972	train	main-news	MSRpar	2012train	30	3.0	Express Scripts ESRX.O shares fell 3.6 percent to close at $66.89 on the Nasdaq.	Shares of Express Scripts ESRX.O fell about 4 percent to $66.73 on the Nasdaq in late morning trade.	0	0	1	0	0
2973	train	main-news	MSRpar	2012train	32	3.0	Police launched an international hunt for Shevaun Pennington after she ran away with 31-year-old Toby Studabaker Saturday.	Shevaun Pennington disappeared on Saturday morning after arranging to meet 31-year-old Toby Studabaker.	0	0	1	0	0
2974	train	main-news	MSRpar	2012train	33	4.8	"Lawyers and others familiar with the federal investigation say it remains focused on Campbell, though prosecutors declined to discuss the probe."	"While federal prosecutors refuse to discuss the investigation, lawyers and others familiar with it say it remains focused on Campbell."	1	1	1	1	1
2975	train	main-news	MSRpar	2012train	34	2.5	"The Dow Jones industrial average .DJI was off 58.69 points, or 0.64 percent, at 9,137.86."	"The blue-chip Dow Jones industrial average .DJI fell 86.56 points, or 0.94 percent, to 9,109.99, after giving up more than 1 percent earlier."	0	0	1	0	0
2976	train	main-news	MSRpar	2012train	35	2.25	Peace Rules defeated Funny Cide in the Louisiana Derby.	But neither he nor Peace Rules could keep Funny Cide from drawing away.	0	0	0	0	0
2977	train	main-news	MSRpar	2012train	39	3.0	Boeing said the final agreement is expected to be signed during the next few weeks.	"The Korean Air deal is expected to be finalized ""in the next several weeks,"" Boeing spokesman Bob Saling said."	1	0	1	0	1
2978	train	main-news	MSRpar	2012train	40	3.667	"Shares in EDS closed on Thursday at $18.51, a gain of 6 cents."	"Shares of EDS closed Thursday at $18.51, up 6 cents on the New York Stock Exchange."	1	1	1	1	1
2979	train	main-news	MSRpar	2012train	42	3.6	A divided Supreme Court ruled Monday that Congress can force the nation's public libraries to equip computers with anti-pornography filters.	"The Supreme Court said Monday the government can require public libraries to equip computers with anti-pornography filters, rejecting librarians' complaints that the law amounts to censorship."	1	1	1	1	1
2980	train	main-news	MSRpar	2012train	43	3.8	The weakness exists in the way that VBA looks at the properties of documents passed to it when the document is opened by a host application.	The vulnerability exists in the way Microsoft's Visual Basic for Applications checks document properties passed to it when a document is opened.	1	1	1	1	1
2981	train	main-news	MSRpar	2012train	44	3.4	"Of 24 million phoned-in votes, 50.28 percent were for Studdard, putting him 130,000 votes ahead of Aiken."	"Of the 24 million phone votes cast, Studdard was only 130,000 votes ahead of Aiken."	0	0	1	0	0
2982	train	main-news	MSRpar	2012train	45	3.4	Consumers still would have to get a descrambling security card from their cable operator to plug into the set.	"To watch pay television, consumers would insert into the set a security card provided by their cable service."	1	1	1	1	1
2983	train	main-news	MSRpar	2012train	46	3.8	"However, we have decided to opt for the European consortium's engine as the best overall solution and due to the substantial price efforts made""."	"However, we have decided to opt for the European consortium's engine as the best overall solution."""	0	0	0	0	0
2984	train	main-news	MSRpar	2012train	47	2.8	"The Food and Drug Administration rejected ImClone's 2001 application to sell Erbitux, citing shoddy research."	"The U.S. Food and Drug Administration rejected ImClone's original application in December 2001, saying the trial had been sloppily conducted."	1	1	1	1	1
2985	train	main-news	MSRpar	2012train	48	3.75	"Critics say the law violates civil liberties, something House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to."	"House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to civil liberties complaints."	0	1	1	0	1
2986	train	main-news	MSRpar	2012train	49	4.4	"The Dodgers won their sixth consecutive game their longest win streak since 2001 as they edged Colorado, 3-2, Wednesday in front of a crowd of 25,332 at Dodger Stadium."	"The Dodgers won their sixth consecutive game and seventh in their last nine as they beat Colorado 3-2 on Wednesday in front of a crowd of 25,332 at Dodger Stadium."	1	1	1	1	1
2987	train	main-news	MSRpar	2012train	50	3.75	"So far, they have searched Pennsylvania, Ohio, Michigan, Illinois and Indiana, authorities in those state said."	"So far, authorities also have searched areas in Pennsylvania, Ohio, Indiana, and Michigan."	0	0	1	0	0
2988	train	main-news	MSRpar	2012train	51	2.75	"The 30-year bond US30YT=RR firmed 31/32, taking its yield to 4.16 percent -- another record low -- from 4.22 percent."	"The 30-year bond <US30YT=RR> firmed 24/32, taking its yield to 4.18 percent, after hitting another record low of 4.16 percent."	0	0	1	0	0
2989	train	main-news	MSRpar	2012train	54	3.8	Lay had argued that handing over the documents would be a violation of his Fifth Amendment rights against self-incrimination.	"Lay had refused to turn over the papers, asserting his Fifth Amendment right against self-incrimination."	1	1	1	1	1
2990	train	main-news	MSRpar	2012train	55	3.2	Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act.	"In a news release Thursday, Strayhorn said this was the first time a comptroller rejected a budget."	1	1	1	1	1
2991	train	main-news	MSRpar	2012train	56	3.8	"Excluding the charges, analysts, on average, expected a loss of 11 cents a share."	Analysts polled by Thomson Financial First Call had been expected to see a loss of about 11 cents a share from continuing operations.	1	1	1	1	1
2992	train	main-news	MSRpar	2012train	57	4.8	"Security experts are warning that a new mass-mailing worm is spreading widely across the Internet, sometimes posing as e-mail from the Microsoft founder."	"A new worm has been spreading rapidly across the Internet, sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates, antivirus vendors said Monday."	1	1	1	1	1
2993	train	main-news	MSRpar	2012train	58	4.0	Mr Sahel said police had identified the bodies of seven of the 14-strong cell believed to have carried out the five almost simultaneous attacks on Saturday.	He said police had identified the bodies of seven of the 14 bombers who launched five almost simultaneous raids Friday night.	1	1	1	1	1
2994	train	main-news	MSRpar	2012train	59	1.4	"Only New Jersey now bans holders of learners permits or intermediate licenses from using cell phones, pagers or other wireless devices while driving."	"In addition, the NTSB also recommended to NHTSA that state legislation be enacted to prohibit holders of learners permits and intermediate licenses from using mobile phones while driving."	0	1	1	0	1
2995	train	main-news	MSRpar	2012train	60	4.2	The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.	The University of Michigan plans to release a new undergraduate admissions policy Thursday after its acceptance requirements were rejected by the U.S. Supreme Court in June.	0	1	1	0	1
2996	train	main-news	MSRpar	2012train	61	1.8	The audiotape aired last week by the Arab Al-Jazeera television network appears to be an effort to incite attacks.	An audiotape aired last week by the Arab al-Jazeera television network may be the strongest evidence yet that Saddam survived the war.	0	0	0	0	0
2997	train	main-news	MSRpar	2012train	63	2.0	The company didn't detail the costs of the replacement and repairs.	But company officials expect the costs of the replacement work to run into the millions of dollars.	0	0	1	0	0
2998	train	main-news	MSRpar	2012train	64	2.6	"Dean told reporters traveling on his 10-city ""Sleepless Summer"" tour that he considered campaigning in Texas a challenge."	"Today, Dean ends his four-day, 10-city ""Sleepless Summer"" tour in Chicago and New York."	0	0	0	0	0
2999	train	main-news	MSRpar	2012train	65	3.25	"""I felt that if I disagreed with Rosie too much I would lose my job,"" she said."	"Cavender did say: ""I felt that if I disagreed with Rosie too much I would lose my job."""	1	1	1	1	1
3000	train	main-news	MSRpar	2012train	68	3.75	"The American decision provoked an angry reaction from the European Commission, which described the move as ""legally unwarranted, economically unfounded and politically unhelpful""."	"The European Commission, the EU's powerful executive body, described the move as ""legally unwarranted, economically unfounded and politically unhelpful."""	1	1	1	1	1
3001	train	main-news	MSRpar	2012train	69	4.25	"Ms. Cripps-Prawak left last Friday, two days after the department introduced a plan to distribute medical marijuana through doctors' offices."	"The director of the Office of Medical Access, Cindy Cripps-Prawak, left her job after the department introduced a plan to distribute marijuana through doctors' offices."	1	1	1	1	1
3002	train	main-news	MSRpar	2012train	70	4.75	"During 2001 and 2002, Morgenthau said, wire transfers from just four of Beacon Hill's 40 accounts totaled more than $3.2 billion."	"Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $3.2 billion from 2001 to 2002, Morgenthau said."	1	1	1	1	1
3003	train	main-news	MSRpar	2012train	71	3.25	"Last year, he made an unsuccessful bid for the Democratic nomination for governor."	"He ran last year for the Democratic nomination for Texas governor, but lost the primary to multimillionaire Tony Sanchez."	1	1	1	1	1
3004	train	main-news	MSRpar	2012train	72	3.75	"The nation's largest retailer has told its 100 top suppliers they have to start using electronic tags on all pallets of goods by Jan. 25, 2005."	"Wal-Mart has told its top 100 suppliers that they'll need to have radio-frequency ID systems in place for tracking pallets of goods through the supply chain by Jan. 25, 2005."	1	1	1	1	1
3005	train	main-news	MSRpar	2012train	73	3.25	He was taken to a hospital for precautionary X-rays on his neck.	"Harvey was taken to St. Luke's Hospital for precautionary neck X-rays, which came back negative."	0	1	1	0	1
3006	train	main-news	MSRpar	2012train	75	5.0	The bill says that a woman who undergoes such an abortion couldn't be prosecuted.	A woman who underwent such an abortion could not be prosecuted under the bill.	1	1	1	1	1
3007	train	main-news	MSRpar	2012train	78	2.0	There are 103 Democrats in the Assembly and 47 Republicans.	Democrats dominate the Assembly while Republicans control the Senate.	0	0	0	0	0
3008	train	main-news	MSRpar	2012train	80	4.2	"""I came basically to Washington to establish relationships and to make sure that we are getting more federal money to California,"" Schwarzenegger said after meeting with congressional Republicans."	"""I came to Washington basically to establish relationships and make sure we are getting more federal money,"" Schwarzenegger said after one meeting."	1	1	1	1	1
3009	train	main-news	MSRpar	2012train	81	3.4	"The latest snapshot of the labor markets was slightly better than economists were expecting; they were forecasting claims to fall no lower than 410,000 for last week."	"Despite problems in the job market, the latest snapshot of the labor markets was slightly better than economists were expecting."	0	0	0	0	0
