id	data set	lang	sentence1	sentence2	score	LLama3 zero-shot (Paraph)	LLama3 ICL_4 (Paraph)	LLama3-FT-EN	LLama3-FT-ALL	CLEAN-XLM-RoBERTa-EN	XLM-RoBERTa-EN-ALLTHREE-V2-3	XLM-RoBERTa-EN-ALLTHREE-V2-2	XLM-RoBERTa-EN-ALLTHREE-V2-1	XLM-RoBERTa-EN-ALLTHREE-V3-1	XLM-RoBERTa-EN-ALLTHREE-V3-2	XLM-RoBERTa-EN-ALLTHREE-V3-3	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Sem Equiv)	XLM-RoBERTa-EN-ALLTHREE-V4-1	XLM-RoBERTa-EN-ALLTHREE-V4-2	XLM-RoBERTa-EN-ALLTHREE-V4-3	XLM-RoBERTa-EN-ORIG-V2-1	XLM-RoBERTa-EN-ORIG-V2-2	XLM-RoBERTa-EN-ORIG-V2-3	XLM-RoBERTa-EN-ORIG-V3-1	XLM-RoBERTa-EN-ORIG-V3-2	XLM-RoBERTa-EN-ORIG-V3-3	XLM-RoBERTa-EN-ORIG-V4-2	XLM-RoBERTa-EN-ORIG-V4-3	XLM-RoBERTa-EN-PARAPH-V2-1	XLM-RoBERTa-EN-PARAPH-V2-2	XLM-RoBERTa-EN-PARAPH-V2-3	XLM-RoBERTa-EN-PARAPH-V3-1	XLM-RoBERTa-EN-PARAPH-V3-2	XLM-RoBERTa-EN-PARAPH-V3-3	XLM-RoBERTa-EN-PARAPH-V4-1	XLM-RoBERTa-EN-PARAPH-V4-2	XLM-RoBERTa-EN-PARAPH-V4-3	XLM-RoBERTa-EN-SAMECONTENT-V2-2	XLM-RoBERTa-EN-SAMECONTENT-V2-3	XLM-RoBERTa-EN-SAMECONTENT-V3-1	XLM-RoBERTa-EN-SAMECONTENT-V3-2	XLM-RoBERTa-EN-SAMECONTENT-V3-3	XLM-RoBERTa-EN-SAMECONTENT-V4-1	XLM-RoBERTa-EN-SAMECONTENT-V4-2	XLM-RoBERTa-EN-SAMECONTENT-V4-3	XLM-RoBERTa-EN-EASYNEG-25-V2-1	XLM-RoBERTa-EN-EASYNEG-25-V2-2	XLM-RoBERTa-EN-EASYNEG-25-V2-3	XLM-RoBERTa-EN-EASYNEG-25-V3-1	XLM-RoBERTa-EN-EASYNEG-25-V3-2	XLM-RoBERTa-EN-EASYNEG-25-V3-3	XLM-RoBERTa-EN-EASYNEG-25-V4-1	XLM-RoBERTa-EN-EASYNEG-25-V4-2	XLM-RoBERTa-EN-EASYNEG-25-V4-3	XLM-RoBERTa-EN-EASYNEG-50-V2-1	XLM-RoBERTa-EN-EASYNEG-50-V2-2	XLM-RoBERTa-EN-EASYNEG-50-V2-3	XLM-RoBERTa-EN-EASYNEG-50-V3-1	XLM-RoBERTa-EN-EASYNEG-50-V3-2	XLM-RoBERTa-EN-EASYNEG-50-V3-3	XLM-RoBERTa-EN-EASYNEG-50-V4-1	XLM-RoBERTa-EN-EASYNEG-50-V4-2	XLM-RoBERTa-EN-EASYNEG-50-V4-3	XLM-RoBERTa-EN-EASYNEG-75-V2-1	XLM-RoBERTa-EN-EASYNEG-75-V2-2	XLM-RoBERTa-EN-EASYNEG-75-V2-3	XLM-RoBERTa-EN-EASYNEG-75-V3-1	XLM-RoBERTa-EN-EASYNEG-75-V3-2	XLM-RoBERTa-EN-EASYNEG-75-V3-3	XLM-RoBERTa-EN-EASYNEG-75-V4-1	XLM-RoBERTa-EN-EASYNEG-75-V4-2	XLM-RoBERTa-EN-EASYNEG-75-V4-3	XLM-RoBERTa-EN-SEMEQUIV-V2-1	XLM-RoBERTa-EN-SEMEQUIV-V2-2	XLM-RoBERTa-EN-SEMEQUIV-V2-3	XLM-RoBERTa-EN-SEMEQUIV-V3-1	XLM-RoBERTa-EN-SEMEQUIV-V3-2	XLM-RoBERTa-EN-SEMEQUIV-V3-3	XLM-RoBERTa-EN-SEMEQUIV-V4-1	XLM-RoBERTa-EN-SEMEQUIV-V4-2	XLM-RoBERTa-EN-SEMEQUIV-V4-3	LLama3 ICL_4 (Ex. Same Content)	LLama3 ICL_4 (Sem Equiv)
stanfordnlp/snli-8580-hard	stanfordnlp/snli	en	Man and a woman at the side of a table covered in books.	Two people are shielded by paperbacks.	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-8581	stanfordnlp/snli	en	Four women carrying shoulder bags are walking down a city sidewalk.	Four women are running away from a man in the city.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0
stanfordnlp/snli-8582-hard	stanfordnlp/snli	en	Four women carrying shoulder bags are walking down a city sidewalk.	Four women are shopping for jewelry.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-8584	stanfordnlp/snli	en	White dog playing in the snow.	The snow is purple.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0
stanfordnlp/snli-8585	stanfordnlp/snli	en	White dog playing in the snow.	The dog has cold paws from the snow.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0
stanfordnlp/snli-8587	stanfordnlp/snli	en	Four women and two men are in a kitchen, cooking near a long table with a white tablecloth.	Tall people cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0
stanfordnlp/snli-8588	stanfordnlp/snli	en	Four women and two men are in a kitchen, cooking near a long table with a white tablecloth.	nobody is cooking	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0
stanfordnlp/snli-8591	stanfordnlp/snli	en	the white dog is carrying a ball in its mouth.	A white dog is chewing on his food.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
stanfordnlp/snli-8592-hard	stanfordnlp/snli	en	the white dog is carrying a ball in its mouth.	The dog is running with a ball in its mouth.	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0
stanfordnlp/snli-8593	stanfordnlp/snli	en	A white dog holds a tennis ball in its mouth in a field.	The dog is fetching the ball for its owner.	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-8595-hard	stanfordnlp/snli	en	A white dog holds a tennis ball in its mouth in a field.	The dog is chasing after a rolling tennis ball.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-8597	stanfordnlp/snli	en	A man in colorful shorts is surfing under a wave.	A man is sunbathing.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-8598	stanfordnlp/snli	en	A man in colorful shorts is surfing under a wave.	A man on vacation is at the ocean.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-8599	stanfordnlp/snli	en	A man falling off a bull as the animal jumps into the air.	A boy struggles to hold on to a bull as it twirls and jumps.	-1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0
stanfordnlp/snli-8601	stanfordnlp/snli	en	A man falling off a bull as the animal jumps into the air.	A man sits on the calm bull.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
stanfordnlp/snli-8602	stanfordnlp/snli	en	Several people are waiting in a metro station.	The people are all waiting for the same train.	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-8603	stanfordnlp/snli	en	Several people are waiting in a metro station.	The people are outside in the snow.	-1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-8608	stanfordnlp/snli	en	Two wrestlers in an intense match.	Two wrestlers are eating dinner at a local diner.	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-8609	stanfordnlp/snli	en	Two wrestlers in an intense match.	Two wrestlers are competing and are brothers.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-8611	stanfordnlp/snli	en	A man dressed in black and holding a package in his hands is walking on a sidewalk near a police sign asking for witnesses to a road dealth to step forward.	there was a bad accident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0
stanfordnlp/snli-8613	stanfordnlp/snli	en	A man dressed in black and holding a package in his hands is walking on a sidewalk near a police sign asking for witnesses to a road dealth to step forward.	a panda jumps	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0
stanfordnlp/snli-8614	stanfordnlp/snli	en	A person belted into a bungee-jumping ride in midair.	A person is tossed from the ride into the air by a bungee-jumping ride	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
stanfordnlp/snli-8616-hard	stanfordnlp/snli	en	A person belted into a bungee-jumping ride in midair.	A person is thrown gleefully screaming into the air by a bungee-jumping ride	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0
stanfordnlp/snli-8617	stanfordnlp/snli	en	An Asian man is performing with face paint on.	The Asian man is drawing a crowd.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-8618	stanfordnlp/snli	en	An Asian man is performing with face paint on.	The Asian man is at home in bed.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0
stanfordnlp/snli-8620	stanfordnlp/snli	en	An old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.	An old elephant in a pink polo looks through a telescope with a small child standing next to him	-1	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-8622-hard	stanfordnlp/snli	en	An old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.	An ugly old man in a pink polo looks through a telescope with a small child standing next to him	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0
stanfordnlp/snli-8624	stanfordnlp/snli	en	Two dogs are digging under a large rock with their bottoms to the camera.	Two cats are sleeping in the sun.	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0
stanfordnlp/snli-8627	stanfordnlp/snli	en	The brown, furry animal is walking in the snowy grass with a tree behind him.	The animal is climbing a tree.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	0	0
stanfordnlp/snli-8628-hard	stanfordnlp/snli	en	The brown, furry animal is walking in the snowy grass with a tree behind him.	The animal is walking through a forest.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0
stanfordnlp/snli-8629	stanfordnlp/snli	en	A policeman on a motorcycle from the rear.	An officer driving down a street.	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-8630-hard	stanfordnlp/snli	en	A policeman on a motorcycle from the rear.	An officer on a chopper.	-1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0
stanfordnlp/snli-8631	stanfordnlp/snli	en	A policeman on a motorcycle from the rear.	An officer watching a jail cell.	-1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
stanfordnlp/snli-8633	stanfordnlp/snli	en	A person is hanging on to the bottom of an airplane preparing to skydive.	A person is driving a tractor	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0
stanfordnlp/snli-8634-hard	stanfordnlp/snli	en	A person is hanging on to the bottom of an airplane preparing to skydive.	A person is skydiving alone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-8635	stanfordnlp/snli	en	A man on one miniature train passes a circular object to a man on another train as they pass by.	The man is running the train into another train.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	0	0
stanfordnlp/snli-8636	stanfordnlp/snli	en	A man on one miniature train passes a circular object to a man on another train as they pass by.	Two trains of different sizes but following each other side by side going to opposing directions.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-8638	stanfordnlp/snli	en	A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.	man in suit	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0
stanfordnlp/snli-8639	stanfordnlp/snli	en	A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.	monkey eats bananas	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
stanfordnlp/snli-8640-hard	stanfordnlp/snli	en	A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.	man on lunch break	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0
stanfordnlp/snli-8641	stanfordnlp/snli	en	A young boy in a dental examination.	A young boy getting his teeth cleaned at the dentist.	-1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
stanfordnlp/snli-8642	stanfordnlp/snli	en	A young boy in a dental examination.	An older boy is at the hospital.	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-8643	stanfordnlp/snli	en	A young boy in a dental examination.	A young boy is getting a cavity filled.	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
stanfordnlp/snli-8645	stanfordnlp/snli	en	Four people wearing backpacks walking in a line along a mountain trail.	Four people are walking along a mountain trail trying to get down before the storm.	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-8646	stanfordnlp/snli	en	Four people wearing backpacks walking in a line along a mountain trail.	No one is on the mountain trail	-1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-8648	stanfordnlp/snli	en	A silver car is passing by the entrance of the Hotel Carmel, and several people are outside.	There is a red car passing the entrance of the Hotel Carmel.	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0
stanfordnlp/snli-8649-hard	stanfordnlp/snli	en	A silver car is passing by the entrance of the Hotel Carmel, and several people are outside.	The people are staying at the Hotel Carmel.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0
stanfordnlp/snli-8651	stanfordnlp/snli	en	A woman wearing purple and carrying a bag is walking out of a door.	The woman is carrying a bag with her laptop.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	0
stanfordnlp/snli-8652-hard	stanfordnlp/snli	en	A woman wearing purple and carrying a bag is walking out of a door.	A woman is wearing green.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-8653	stanfordnlp/snli	en	A passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.	A man is taking a picture of a school of whales in Hawaii.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0
stanfordnlp/snli-8654	stanfordnlp/snli	en	A passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.	A man is taking a picture of a goldfish.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0
stanfordnlp/snli-8656	stanfordnlp/snli	en	Small dog in costume stands on hind legs to reach dangling flowers.	A dog is dressed up for Halloween and is trying to get flowers for his masters costume.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
